"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 07 02:19:43 GMT 2023","Mon Aug 07 02:19:43 GMT 2023","91","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Aug 07 02:19:43 GMT 2023","Mon Aug 07 02:19:43 GMT 2023","105","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Aug 07 02:19:42 GMT 2023","Mon Aug 07 02:19:42 GMT 2023","169","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Aug 07 02:19:42 GMT 2023","Mon Aug 07 02:19:42 GMT 2023","227","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Mon Aug 07 02:19:42 GMT 2023","Mon Aug 07 02:19:42 GMT 2023","193","","Posts Endpoint","","Example when response code is incorrect","","Example when response code is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Aug 07 02:19:40 GMT 2023","Mon Aug 07 02:19:42 GMT 2023","1333","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Mon Aug 07 02:19:44 GMT 2023","Mon Aug 07 02:19:44 GMT 2023","147","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Aug 07 02:19:42 GMT 2023","Mon Aug 07 02:19:43 GMT 2023","319","","Posts Endpoint","","Example when response schema is incorrect","","Example when response schema is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Aug 07 02:19:43 GMT 2023","Mon Aug 07 02:19:43 GMT 2023","230","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Aug 07 02:19:43 GMT 2023","Mon Aug 07 02:19:44 GMT 2023","607","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Aug 07 02:19:44 GMT 2023","Mon Aug 07 02:19:45 GMT 2023","172","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Aug 07 02:19:44 GMT 2023","Mon Aug 07 02:19:44 GMT 2023","182","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Aug 07 02:19:43 GMT 2023","Mon Aug 07 02:19:43 GMT 2023","140","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Aug 07 02:19:43 GMT 2023","Mon Aug 07 02:19:43 GMT 2023","103","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Aug 07 02:19:43 GMT 2023","Mon Aug 07 02:19:43 GMT 2023","186","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
