"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 05 02:42:51 GMT 2023","Mon Jun 05 02:42:52 GMT 2023","565","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jun 05 02:42:50 GMT 2023","Mon Jun 05 02:42:50 GMT 2023","143","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Jun 05 02:42:52 GMT 2023","Mon Jun 05 02:42:52 GMT 2023","135","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jun 05 02:42:51 GMT 2023","Mon Jun 05 02:42:51 GMT 2023","134","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Jun 05 02:42:51 GMT 2023","Mon Jun 05 02:42:51 GMT 2023","101","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Jun 05 02:42:50 GMT 2023","Mon Jun 05 02:42:50 GMT 2023","251","","Posts Endpoint","","Example when response schema is incorrect","","Example when response schema is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Jun 05 02:42:51 GMT 2023","Mon Jun 05 02:42:51 GMT 2023","76","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jun 05 02:42:48 GMT 2023","Mon Jun 05 02:42:50 GMT 2023","1250","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Mon Jun 05 02:42:52 GMT 2023","Mon Jun 05 02:42:52 GMT 2023","110","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jun 05 02:42:50 GMT 2023","Mon Jun 05 02:42:50 GMT 2023","125","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Mon Jun 05 02:42:50 GMT 2023","Mon Jun 05 02:42:50 GMT 2023","164","","Posts Endpoint","","Example when response code is incorrect","","Example when response code is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Jun 05 02:42:51 GMT 2023","Mon Jun 05 02:42:51 GMT 2023","215","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Jun 05 02:42:51 GMT 2023","Mon Jun 05 02:42:51 GMT 2023","199","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"failed","Mon Jun 05 02:42:52 GMT 2023","Mon Jun 05 02:42:52 GMT 2023","143","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jun 05 02:42:51 GMT 2023","Mon Jun 05 02:42:51 GMT 2023","85","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
