"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","50","Verify status code returned is expected","","Thu Mar 05 02:34:21 UTC 2026","passed","Thu Mar 05 02:34:21 UTC 2026","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","92","Verify response schema is correct","","Thu Mar 05 02:34:20 UTC 2026","passed","Thu Mar 05 02:34:20 UTC 2026","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1162","Verify status code returned is expected","","Thu Mar 05 02:34:19 UTC 2026","passed","Thu Mar 05 02:34:20 UTC 2026","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","83","Verify status code returned is expected","","Thu Mar 05 02:34:20 UTC 2026","passed","Thu Mar 05 02:34:20 UTC 2026","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","61","Verify response schema is correct","","Thu Mar 05 02:34:21 UTC 2026","passed","Thu Mar 05 02:34:21 UTC 2026","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","94","Verify response schema is correct","","Thu Mar 05 02:34:20 UTC 2026","passed","Thu Mar 05 02:34:21 UTC 2026","","Todos Endpoint","Verify response schema is correct",""
