"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","95","Verify response schema is correct","","Thu Apr 24 01:51:35 GMT 2025","passed","Thu Apr 24 01:51:35 GMT 2025","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1009","Verify status code returned is expected","","Thu Apr 24 01:51:34 GMT 2025","passed","Thu Apr 24 01:51:35 GMT 2025","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","90","Verify status code returned is expected","","Thu Apr 24 01:51:35 GMT 2025","passed","Thu Apr 24 01:51:35 GMT 2025","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","52","Verify status code returned is expected","","Thu Apr 24 01:51:35 GMT 2025","passed","Thu Apr 24 01:51:35 GMT 2025","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","64","Verify response schema is correct","","Thu Apr 24 01:51:35 GMT 2025","passed","Thu Apr 24 01:51:35 GMT 2025","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","95","Verify response schema is correct","","Thu Apr 24 01:51:35 GMT 2025","passed","Thu Apr 24 01:51:35 GMT 2025","","Todos Endpoint","Verify response schema is correct",""
