"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Dec 04 02:11:10 GMT 2023","Mon Dec 04 02:11:10 GMT 2023","79","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Dec 04 02:11:10 GMT 2023","Mon Dec 04 02:11:10 GMT 2023","363","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Dec 04 02:11:09 GMT 2023","Mon Dec 04 02:11:09 GMT 2023","125","","Posts Endpoint","","Example when response code is incorrect","","Example when response code is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Dec 04 02:11:10 GMT 2023","Mon Dec 04 02:11:10 GMT 2023","71","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Dec 04 02:11:09 GMT 2023","Mon Dec 04 02:11:09 GMT 2023","82","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Dec 04 02:11:10 GMT 2023","Mon Dec 04 02:11:10 GMT 2023","53","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Dec 04 02:11:09 GMT 2023","Mon Dec 04 02:11:09 GMT 2023","149","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Dec 04 02:11:10 GMT 2023","Mon Dec 04 02:11:10 GMT 2023","90","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Dec 04 02:11:08 GMT 2023","Mon Dec 04 02:11:09 GMT 2023","122","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Dec 04 02:11:07 GMT 2023","Mon Dec 04 02:11:08 GMT 2023","980","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Dec 04 02:11:09 GMT 2023","Mon Dec 04 02:11:09 GMT 2023","194","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Dec 04 02:11:10 GMT 2023","Mon Dec 04 02:11:10 GMT 2023","50","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Dec 04 02:11:10 GMT 2023","Mon Dec 04 02:11:10 GMT 2023","98","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Dec 04 02:11:09 GMT 2023","Mon Dec 04 02:11:10 GMT 2023","111","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"failed","Mon Dec 04 02:11:09 GMT 2023","Mon Dec 04 02:11:09 GMT 2023","212","","Posts Endpoint","","Example when response schema is incorrect","","Example when response schema is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
