"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","95","Verify specific user is returned in the users response","","Mon Jun 08 06:18:54 UTC 2026","passed","Mon Jun 08 06:18:55 UTC 2026","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","56","Verify amount of returned items is expected","","Mon Jun 08 06:18:54 UTC 2026","passed","Mon Jun 08 06:18:54 UTC 2026","","Users Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","100","Verify amount of returned items is expected","","Mon Jun 08 06:18:53 UTC 2026","passed","Mon Jun 08 06:18:54 UTC 2026","","Posts Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","72","Verify response schema is correct","","Mon Jun 08 06:18:54 UTC 2026","passed","Mon Jun 08 06:18:54 UTC 2026","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","105","Verify response schema is correct","","Mon Jun 08 06:18:53 UTC 2026","passed","Mon Jun 08 06:18:53 UTC 2026","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1144","Verify status code returned is expected","","Mon Jun 08 06:18:52 UTC 2026","passed","Mon Jun 08 06:18:53 UTC 2026","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","89","Verify response schema is correct","","Mon Jun 08 06:18:54 UTC 2026","passed","Mon Jun 08 06:18:54 UTC 2026","","Todos Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","72","Verify status code returned is expected","","Mon Jun 08 06:18:54 UTC 2026","passed","Mon Jun 08 06:18:54 UTC 2026","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","61","Verify there is a user with a given zipcode","","Mon Jun 08 06:18:55 UTC 2026","passed","Mon Jun 08 06:18:55 UTC 2026","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","53","Verify there is a user with a given zipcode","","Mon Jun 08 06:18:55 UTC 2026","passed","Mon Jun 08 06:18:55 UTC 2026","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","385","Verify specific user is returned in the users response","","Mon Jun 08 06:18:54 UTC 2026","passed","Mon Jun 08 06:18:54 UTC 2026","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","84","Verify amount of returned items is expected","","Mon Jun 08 06:18:54 UTC 2026","passed","Mon Jun 08 06:18:54 UTC 2026","","Todos Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","84","Verify status code returned is expected","","Mon Jun 08 06:18:54 UTC 2026","passed","Mon Jun 08 06:18:54 UTC 2026","","Todos Endpoint","Verify status code returned is expected",""
