"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Feb 13 02:38:49 GMT 2023","Mon Feb 13 02:38:50 GMT 2023","211","","Posts Endpoint","","Example when response schema is incorrect","","Example when response schema is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Feb 13 02:38:50 GMT 2023","Mon Feb 13 02:38:50 GMT 2023","181","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Feb 13 02:38:50 GMT 2023","Mon Feb 13 02:38:50 GMT 2023","110","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Feb 13 02:38:49 GMT 2023","Mon Feb 13 02:38:49 GMT 2023","119","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Feb 13 02:38:49 GMT 2023","Mon Feb 13 02:38:49 GMT 2023","145","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Mon Feb 13 02:38:49 GMT 2023","Mon Feb 13 02:38:49 GMT 2023","140","","Posts Endpoint","","Example when response code is incorrect","","Example when response code is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Mon Feb 13 02:38:51 GMT 2023","Mon Feb 13 02:38:51 GMT 2023","117","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Feb 13 02:38:51 GMT 2023","Mon Feb 13 02:38:51 GMT 2023","144","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Feb 13 02:38:51 GMT 2023","Mon Feb 13 02:38:51 GMT 2023","114","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Feb 13 02:38:50 GMT 2023","Mon Feb 13 02:38:50 GMT 2023","79","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Feb 13 02:38:50 GMT 2023","Mon Feb 13 02:38:50 GMT 2023","208","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Feb 13 02:38:51 GMT 2023","Mon Feb 13 02:38:51 GMT 2023","496","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Feb 13 02:38:50 GMT 2023","Mon Feb 13 02:38:50 GMT 2023","121","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Feb 13 02:38:48 GMT 2023","Mon Feb 13 02:38:49 GMT 2023","1185","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Feb 13 02:38:50 GMT 2023","Mon Feb 13 02:38:51 GMT 2023","86","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
