"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 18 02:03:20 GMT 2024","Mon Mar 18 02:03:20 GMT 2024","72","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Mar 18 02:03:19 GMT 2024","Mon Mar 18 02:03:19 GMT 2024","205","","Posts Endpoint","","Example when response schema is incorrect","","Example when response schema is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Mon Mar 18 02:03:20 GMT 2024","Mon Mar 18 02:03:20 GMT 2024","101","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Mar 18 02:03:19 GMT 2024","Mon Mar 18 02:03:19 GMT 2024","206","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Mar 18 02:03:18 GMT 2024","Mon Mar 18 02:03:18 GMT 2024","99","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Mar 18 02:03:20 GMT 2024","Mon Mar 18 02:03:20 GMT 2024","403","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Mar 18 02:03:18 GMT 2024","Mon Mar 18 02:03:19 GMT 2024","104","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Mar 18 02:03:19 GMT 2024","Mon Mar 18 02:03:19 GMT 2024","53","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Mar 18 02:03:20 GMT 2024","Mon Mar 18 02:03:20 GMT 2024","64","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Mar 18 02:03:17 GMT 2024","Mon Mar 18 02:03:18 GMT 2024","1043","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Mon Mar 18 02:03:19 GMT 2024","Mon Mar 18 02:03:19 GMT 2024","97","","Posts Endpoint","","Example when response code is incorrect","","Example when response code is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Mar 18 02:03:19 GMT 2024","Mon Mar 18 02:03:20 GMT 2024","70","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Mar 18 02:03:19 GMT 2024","Mon Mar 18 02:03:19 GMT 2024","124","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"failed","Mon Mar 18 02:03:20 GMT 2024","Mon Mar 18 02:03:20 GMT 2024","75","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Mar 18 02:03:19 GMT 2024","Mon Mar 18 02:03:19 GMT 2024","137","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
