"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 11 02:11:22 GMT 2023","Mon Dec 11 02:11:22 GMT 2023","150","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Dec 11 02:11:21 GMT 2023","Mon Dec 11 02:11:21 GMT 2023","105","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Dec 11 02:11:22 GMT 2023","Mon Dec 11 02:11:23 GMT 2023","366","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Dec 11 02:11:20 GMT 2023","Mon Dec 11 02:11:21 GMT 2023","1030","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Dec 11 02:11:22 GMT 2023","Mon Dec 11 02:11:22 GMT 2023","65","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Dec 11 02:11:22 GMT 2023","Mon Dec 11 02:11:22 GMT 2023","62","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Dec 11 02:11:23 GMT 2023","Mon Dec 11 02:11:23 GMT 2023","103","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Dec 11 02:11:22 GMT 2023","Mon Dec 11 02:11:22 GMT 2023","77","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"failed","Mon Dec 11 02:11:21 GMT 2023","Mon Dec 11 02:11:21 GMT 2023","126","","Posts Endpoint","","Example when response code is incorrect","","Example when response code is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Mon Dec 11 02:11:23 GMT 2023","Mon Dec 11 02:11:23 GMT 2023","92","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Dec 11 02:11:23 GMT 2023","Mon Dec 11 02:11:23 GMT 2023","71","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Dec 11 02:11:21 GMT 2023","Mon Dec 11 02:11:21 GMT 2023","93","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Mon Dec 11 02:11:21 GMT 2023","Mon Dec 11 02:11:21 GMT 2023","172","","Posts Endpoint","","Example when response schema is incorrect","","Example when response schema is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Dec 11 02:11:22 GMT 2023","Mon Dec 11 02:11:22 GMT 2023","53","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Dec 11 02:11:22 GMT 2023","Mon Dec 11 02:11:22 GMT 2023","201","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
