"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","138","Verify status code returned is expected","","Sun Jun 01 02:23:02 GMT 2025","passed","Sun Jun 01 02:23:02 GMT 2025","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","143","Verify response schema is correct","","Sun Jun 01 02:23:02 GMT 2025","passed","Sun Jun 01 02:23:02 GMT 2025","","Todos Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","149","Verify status code returned is expected","","Sun Jun 01 02:23:02 GMT 2025","passed","Sun Jun 01 02:23:02 GMT 2025","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","137","Verify response schema is correct","","Sun Jun 01 02:23:02 GMT 2025","passed","Sun Jun 01 02:23:02 GMT 2025","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","99","Verify response schema is correct","","Sun Jun 01 02:23:02 GMT 2025","passed","Sun Jun 01 02:23:03 GMT 2025","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1189","Verify status code returned is expected","","Sun Jun 01 02:23:01 GMT 2025","passed","Sun Jun 01 02:23:02 GMT 2025","","Posts Endpoint","Verify status code returned is expected",""
