"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 16 02:07:09 GMT 2023","Mon Oct 16 02:07:09 GMT 2023","138","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Oct 16 02:07:11 GMT 2023","Mon Oct 16 02:07:11 GMT 2023","87","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Oct 16 02:07:09 GMT 2023","Mon Oct 16 02:07:09 GMT 2023","136","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Oct 16 02:07:10 GMT 2023","Mon Oct 16 02:07:11 GMT 2023","74","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Oct 16 02:07:11 GMT 2023","Mon Oct 16 02:07:11 GMT 2023","103","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Oct 16 02:07:12 GMT 2023","Mon Oct 16 02:07:12 GMT 2023","149","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Oct 16 02:07:10 GMT 2023","Mon Oct 16 02:07:10 GMT 2023","204","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"failed","Mon Oct 16 02:07:09 GMT 2023","Mon Oct 16 02:07:10 GMT 2023","171","","Posts Endpoint","","Example when response code is incorrect","","Example when response code is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Oct 16 02:07:10 GMT 2023","Mon Oct 16 02:07:10 GMT 2023","161","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Oct 16 02:07:08 GMT 2023","Mon Oct 16 02:07:09 GMT 2023","1433","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Oct 16 02:07:10 GMT 2023","Mon Oct 16 02:07:10 GMT 2023","142","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Oct 16 02:07:11 GMT 2023","Mon Oct 16 02:07:11 GMT 2023","77","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Oct 16 02:07:11 GMT 2023","Mon Oct 16 02:07:11 GMT 2023","512","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Oct 16 02:07:10 GMT 2023","Mon Oct 16 02:07:10 GMT 2023","261","","Posts Endpoint","","Example when response schema is incorrect","","Example when response schema is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Oct 16 02:07:11 GMT 2023","Mon Oct 16 02:07:12 GMT 2023","160","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
