"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","93","Verify amount of returned items is expected","","Mon Sep 15 02:53:46 UTC 2025","passed","Mon Sep 15 02:53:46 UTC 2025","","Todos Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","106","Verify response schema is correct","","Mon Sep 15 02:53:45 UTC 2025","passed","Mon Sep 15 02:53:46 UTC 2025","","Todos Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","114","Verify response schema is correct","","Mon Sep 15 02:53:45 UTC 2025","passed","Mon Sep 15 02:53:45 UTC 2025","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","67","Verify amount of returned items is expected","","Mon Sep 15 02:53:46 UTC 2025","passed","Mon Sep 15 02:53:46 UTC 2025","","Users Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","75","Verify there is a user with a given zipcode","","Mon Sep 15 02:53:47 UTC 2025","passed","Mon Sep 15 02:53:47 UTC 2025","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","110","Verify amount of returned items is expected","","Mon Sep 15 02:53:45 UTC 2025","passed","Mon Sep 15 02:53:45 UTC 2025","","Posts Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","96","Verify specific user is returned in the users response","","Mon Sep 15 02:53:46 UTC 2025","passed","Mon Sep 15 02:53:46 UTC 2025","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","76","Verify status code returned is expected","","Mon Sep 15 02:53:46 UTC 2025","passed","Mon Sep 15 02:53:46 UTC 2025","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","89","Verify response schema is correct","","Mon Sep 15 02:53:46 UTC 2025","passed","Mon Sep 15 02:53:46 UTC 2025","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","113","Verify status code returned is expected","","Mon Sep 15 02:53:45 UTC 2025","passed","Mon Sep 15 02:53:45 UTC 2025","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1134","Verify status code returned is expected","","Mon Sep 15 02:53:44 UTC 2025","passed","Mon Sep 15 02:53:45 UTC 2025","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","91","Verify there is a user with a given zipcode","","Mon Sep 15 02:53:46 UTC 2025","passed","Mon Sep 15 02:53:47 UTC 2025","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","361","Verify specific user is returned in the users response","","Mon Sep 15 02:53:46 UTC 2025","passed","Mon Sep 15 02:53:46 UTC 2025","","Users Endpoint","Verify specific user is returned in the users response",""
