"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 08 18:21:55 GMT 2023","Wed Feb 08 18:21:55 GMT 2023","154","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Wed Feb 08 18:21:56 GMT 2023","Wed Feb 08 18:21:57 GMT 2023","89","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Wed Feb 08 18:21:54 GMT 2023","Wed Feb 08 18:21:55 GMT 2023","1179","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Wed Feb 08 18:21:57 GMT 2023","Wed Feb 08 18:21:57 GMT 2023","120","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Wed Feb 08 18:21:56 GMT 2023","Wed Feb 08 18:21:56 GMT 2023","252","","Posts Endpoint","","Example when response schema is incorrect","","Example when response schema is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Wed Feb 08 18:21:55 GMT 2023","Wed Feb 08 18:21:56 GMT 2023","190","","Posts Endpoint","","Example when response code is incorrect","","Example when response code is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Wed Feb 08 18:21:56 GMT 2023","Wed Feb 08 18:21:56 GMT 2023","164","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Wed Feb 08 18:21:57 GMT 2023","Wed Feb 08 18:21:57 GMT 2023","86","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Wed Feb 08 18:21:57 GMT 2023","Wed Feb 08 18:21:57 GMT 2023","445","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Wed Feb 08 18:21:56 GMT 2023","Wed Feb 08 18:21:56 GMT 2023","165","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Wed Feb 08 18:21:57 GMT 2023","Wed Feb 08 18:21:57 GMT 2023","102","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Wed Feb 08 18:21:56 GMT 2023","Wed Feb 08 18:21:56 GMT 2023","187","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"failed","Wed Feb 08 18:21:57 GMT 2023","Wed Feb 08 18:21:57 GMT 2023","117","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Wed Feb 08 18:21:55 GMT 2023","Wed Feb 08 18:21:55 GMT 2023","165","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Wed Feb 08 18:21:57 GMT 2023","Wed Feb 08 18:21:58 GMT 2023","117","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
