"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","53","Verify status code returned is expected","","Sat Mar 14 02:32:07 UTC 2026","passed","Sat Mar 14 02:32:07 UTC 2026","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","81","Verify response schema is correct","","Sat Mar 14 02:32:07 UTC 2026","passed","Sat Mar 14 02:32:07 UTC 2026","","Todos Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1117","Verify status code returned is expected","","Sat Mar 14 02:32:06 UTC 2026","passed","Sat Mar 14 02:32:07 UTC 2026","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","60","Verify response schema is correct","","Sat Mar 14 02:32:07 UTC 2026","passed","Sat Mar 14 02:32:07 UTC 2026","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","69","Verify status code returned is expected","","Sat Mar 14 02:32:07 UTC 2026","passed","Sat Mar 14 02:32:07 UTC 2026","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","108","Verify response schema is correct","","Sat Mar 14 02:32:07 UTC 2026","passed","Sat Mar 14 02:32:07 UTC 2026","","Posts Endpoint","Verify response schema is correct",""
