"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","98","Verify status code returned is expected","","Mon Jun 01 06:29:09 UTC 2026","passed","Mon Jun 01 06:29:09 UTC 2026","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","114","Verify specific user is returned in the users response","","Mon Jun 01 06:29:10 UTC 2026","passed","Mon Jun 01 06:29:10 UTC 2026","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","116","Verify response schema is correct","","Mon Jun 01 06:29:09 UTC 2026","passed","Mon Jun 01 06:29:09 UTC 2026","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","93","Verify response schema is correct","","Mon Jun 01 06:29:09 UTC 2026","passed","Mon Jun 01 06:29:09 UTC 2026","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","109","Verify amount of returned items is expected","","Mon Jun 01 06:29:09 UTC 2026","passed","Mon Jun 01 06:29:09 UTC 2026","","Todos Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","115","Verify response schema is correct","","Mon Jun 01 06:29:09 UTC 2026","passed","Mon Jun 01 06:29:09 UTC 2026","","Todos Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","91","Verify there is a user with a given zipcode","","Mon Jun 01 06:29:10 UTC 2026","passed","Mon Jun 01 06:29:10 UTC 2026","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","74","Verify amount of returned items is expected","","Mon Jun 01 06:29:09 UTC 2026","passed","Mon Jun 01 06:29:09 UTC 2026","","Users Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1054","Verify status code returned is expected","","Mon Jun 01 06:29:07 UTC 2026","passed","Mon Jun 01 06:29:09 UTC 2026","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","113","Verify amount of returned items is expected","","Mon Jun 01 06:29:09 UTC 2026","passed","Mon Jun 01 06:29:09 UTC 2026","","Posts Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","395","Verify specific user is returned in the users response","","Mon Jun 01 06:29:09 UTC 2026","passed","Mon Jun 01 06:29:10 UTC 2026","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","71","Verify status code returned is expected","","Mon Jun 01 06:29:09 UTC 2026","passed","Mon Jun 01 06:29:09 UTC 2026","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","88","Verify there is a user with a given zipcode","","Mon Jun 01 06:29:10 UTC 2026","passed","Mon Jun 01 06:29:10 UTC 2026","","Users Endpoint","Verify there is a user with a given zipcode",""
