"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","84","Verify specific user is returned in the users response","","Mon Jun 30 03:14:21 GMT 2025","passed","Mon Jun 30 03:14:21 GMT 2025","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","89","Verify amount of returned items is expected","","Mon Jun 30 03:14:20 GMT 2025","passed","Mon Jun 30 03:14:20 GMT 2025","","Posts Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","55","Verify amount of returned items is expected","","Mon Jun 30 03:14:20 GMT 2025","passed","Mon Jun 30 03:14:20 GMT 2025","","Users Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1118","Verify status code returned is expected","","Mon Jun 30 03:14:19 GMT 2025","passed","Mon Jun 30 03:14:20 GMT 2025","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","94","Verify status code returned is expected","","Mon Jun 30 03:14:20 GMT 2025","passed","Mon Jun 30 03:14:20 GMT 2025","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","59","Verify status code returned is expected","","Mon Jun 30 03:14:20 GMT 2025","passed","Mon Jun 30 03:14:20 GMT 2025","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","58","Verify there is a user with a given zipcode","","Mon Jun 30 03:14:21 GMT 2025","passed","Mon Jun 30 03:14:21 GMT 2025","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","63","Verify there is a user with a given zipcode","","Mon Jun 30 03:14:21 GMT 2025","passed","Mon Jun 30 03:14:21 GMT 2025","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","100","Verify response schema is correct","","Mon Jun 30 03:14:20 GMT 2025","passed","Mon Jun 30 03:14:20 GMT 2025","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","81","Verify response schema is correct","","Mon Jun 30 03:14:20 GMT 2025","passed","Mon Jun 30 03:14:20 GMT 2025","","Todos Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","94","Verify amount of returned items is expected","","Mon Jun 30 03:14:20 GMT 2025","passed","Mon Jun 30 03:14:20 GMT 2025","","Todos Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","68","Verify response schema is correct","","Mon Jun 30 03:14:20 GMT 2025","passed","Mon Jun 30 03:14:20 GMT 2025","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","420","Verify specific user is returned in the users response","","Mon Jun 30 03:14:20 GMT 2025","passed","Mon Jun 30 03:14:21 GMT 2025","","Users Endpoint","Verify specific user is returned in the users response",""
