"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","81","Verify status code returned is expected","","Mon Feb 02 04:05:33 UTC 2026","passed","Mon Feb 02 04:05:33 UTC 2026","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1115","Verify status code returned is expected","","Mon Feb 02 04:05:32 UTC 2026","passed","Mon Feb 02 04:05:33 UTC 2026","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","135","Verify response schema is correct","","Mon Feb 02 04:05:33 UTC 2026","passed","Mon Feb 02 04:05:33 UTC 2026","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","108","Verify status code returned is expected","","Mon Feb 02 04:05:33 UTC 2026","passed","Mon Feb 02 04:05:33 UTC 2026","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","117","Verify amount of returned items is expected","","Mon Feb 02 04:05:33 UTC 2026","passed","Mon Feb 02 04:05:33 UTC 2026","","Todos Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","108","Verify specific user is returned in the users response","","Mon Feb 02 04:05:34 UTC 2026","passed","Mon Feb 02 04:05:34 UTC 2026","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","112","Verify amount of returned items is expected","","Mon Feb 02 04:05:33 UTC 2026","passed","Mon Feb 02 04:05:33 UTC 2026","","Posts Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","93","Verify response schema is correct","","Mon Feb 02 04:05:33 UTC 2026","passed","Mon Feb 02 04:05:34 UTC 2026","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","73","Verify amount of returned items is expected","","Mon Feb 02 04:05:34 UTC 2026","passed","Mon Feb 02 04:05:34 UTC 2026","","Users Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","94","Verify there is a user with a given zipcode","","Mon Feb 02 04:05:34 UTC 2026","passed","Mon Feb 02 04:05:34 UTC 2026","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","391","Verify specific user is returned in the users response","","Mon Feb 02 04:05:34 UTC 2026","passed","Mon Feb 02 04:05:34 UTC 2026","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","104","Verify response schema is correct","","Mon Feb 02 04:05:33 UTC 2026","passed","Mon Feb 02 04:05:33 UTC 2026","","Todos Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","92","Verify there is a user with a given zipcode","","Mon Feb 02 04:05:34 UTC 2026","passed","Mon Feb 02 04:05:34 UTC 2026","","Users Endpoint","Verify there is a user with a given zipcode",""
