"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","59","Verify response schema is correct","","Sat May 16 03:37:33 UTC 2026","passed","Sat May 16 03:37:33 UTC 2026","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","93","Verify response schema is correct","","Sat May 16 03:37:32 UTC 2026","passed","Sat May 16 03:37:32 UTC 2026","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1116","Verify status code returned is expected","","Sat May 16 03:37:31 UTC 2026","passed","Sat May 16 03:37:32 UTC 2026","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","70","Verify status code returned is expected","","Sat May 16 03:37:32 UTC 2026","passed","Sat May 16 03:37:32 UTC 2026","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","61","Verify status code returned is expected","","Sat May 16 03:37:33 UTC 2026","passed","Sat May 16 03:37:33 UTC 2026","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","93","Verify response schema is correct","","Sat May 16 03:37:32 UTC 2026","passed","Sat May 16 03:37:33 UTC 2026","","Todos Endpoint","Verify response schema is correct",""
