"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 11 02:03:22 GMT 2024","Mon Mar 11 02:03:22 GMT 2024","109","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Mar 11 02:03:23 GMT 2024","Mon Mar 11 02:03:23 GMT 2024","59","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Mar 11 02:03:23 GMT 2024","Mon Mar 11 02:03:23 GMT 2024","86","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Mar 11 02:03:23 GMT 2024","Mon Mar 11 02:03:23 GMT 2024","160","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Mar 11 02:03:23 GMT 2024","Mon Mar 11 02:03:23 GMT 2024","89","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Mar 11 02:03:24 GMT 2024","Mon Mar 11 02:03:24 GMT 2024","88","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Mar 11 02:03:24 GMT 2024","Mon Mar 11 02:03:24 GMT 2024","70","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Mar 11 02:03:23 GMT 2024","Mon Mar 11 02:03:24 GMT 2024","491","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Mar 11 02:03:23 GMT 2024","Mon Mar 11 02:03:23 GMT 2024","206","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Mar 11 02:03:22 GMT 2024","Mon Mar 11 02:03:22 GMT 2024","100","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Mon Mar 11 02:03:24 GMT 2024","Mon Mar 11 02:03:24 GMT 2024","82","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Mar 11 02:03:22 GMT 2024","Mon Mar 11 02:03:23 GMT 2024","180","","Posts Endpoint","","Example when response schema is incorrect","","Example when response schema is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Mon Mar 11 02:03:22 GMT 2024","Mon Mar 11 02:03:22 GMT 2024","116","","Posts Endpoint","","Example when response code is incorrect","","Example when response code is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Mar 11 02:03:23 GMT 2024","Mon Mar 11 02:03:23 GMT 2024","51","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Mar 11 02:03:21 GMT 2024","Mon Mar 11 02:03:22 GMT 2024","1076","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
