"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","76","Verify there is a user with a given zipcode","","Mon Apr 14 02:54:13 GMT 2025","passed","Mon Apr 14 02:54:13 GMT 2025","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","67","Verify amount of returned items is expected","","Mon Apr 14 02:54:12 GMT 2025","passed","Mon Apr 14 02:54:12 GMT 2025","","Users Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","79","Verify response schema is correct","","Mon Apr 14 02:54:12 GMT 2025","passed","Mon Apr 14 02:54:12 GMT 2025","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","401","Verify specific user is returned in the users response","","Mon Apr 14 02:54:12 GMT 2025","passed","Mon Apr 14 02:54:12 GMT 2025","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","87","Verify amount of returned items is expected","","Mon Apr 14 02:54:12 GMT 2025","passed","Mon Apr 14 02:54:12 GMT 2025","","Todos Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","66","Verify status code returned is expected","","Mon Apr 14 02:54:12 GMT 2025","passed","Mon Apr 14 02:54:12 GMT 2025","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","89","Verify amount of returned items is expected","","Mon Apr 14 02:54:11 GMT 2025","passed","Mon Apr 14 02:54:12 GMT 2025","","Posts Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","88","Verify specific user is returned in the users response","","Mon Apr 14 02:54:12 GMT 2025","passed","Mon Apr 14 02:54:13 GMT 2025","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1192","Verify status code returned is expected","","Mon Apr 14 02:54:10 GMT 2025","passed","Mon Apr 14 02:54:11 GMT 2025","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","102","Verify response schema is correct","","Mon Apr 14 02:54:11 GMT 2025","passed","Mon Apr 14 02:54:11 GMT 2025","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","77","Verify there is a user with a given zipcode","","Mon Apr 14 02:54:13 GMT 2025","passed","Mon Apr 14 02:54:13 GMT 2025","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","112","Verify response schema is correct","","Mon Apr 14 02:54:12 GMT 2025","passed","Mon Apr 14 02:54:12 GMT 2025","","Todos Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","83","Verify status code returned is expected","","Mon Apr 14 02:54:12 GMT 2025","passed","Mon Apr 14 02:54:12 GMT 2025","","Todos Endpoint","Verify status code returned is expected",""
