"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","89","Verify amount of returned items is expected","","Mon Jul 20 05:07:00 UTC 2026","passed","Mon Jul 20 05:07:00 UTC 2026","","Todos Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","402","Verify specific user is returned in the users response","","Mon Jul 20 05:07:01 UTC 2026","passed","Mon Jul 20 05:07:01 UTC 2026","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","81","Verify response schema is correct","","Mon Jul 20 05:07:00 UTC 2026","passed","Mon Jul 20 05:07:01 UTC 2026","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","53","Verify amount of returned items is expected","","Mon Jul 20 05:07:01 UTC 2026","passed","Mon Jul 20 05:07:01 UTC 2026","","Users Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","77","Verify specific user is returned in the users response","","Mon Jul 20 05:07:01 UTC 2026","passed","Mon Jul 20 05:07:01 UTC 2026","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","56","Verify status code returned is expected","","Mon Jul 20 05:07:00 UTC 2026","passed","Mon Jul 20 05:07:00 UTC 2026","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","94","Verify amount of returned items is expected","","Mon Jul 20 05:07:00 UTC 2026","passed","Mon Jul 20 05:07:00 UTC 2026","","Posts Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","65","Verify there is a user with a given zipcode","","Mon Jul 20 05:07:01 UTC 2026","passed","Mon Jul 20 05:07:01 UTC 2026","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","72","Verify there is a user with a given zipcode","","Mon Jul 20 05:07:01 UTC 2026","passed","Mon Jul 20 05:07:01 UTC 2026","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","101","Verify response schema is correct","","Mon Jul 20 05:07:00 UTC 2026","passed","Mon Jul 20 05:07:00 UTC 2026","","Todos Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1239","Verify status code returned is expected","","Mon Jul 20 05:06:59 UTC 2026","passed","Mon Jul 20 05:07:00 UTC 2026","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","105","Verify status code returned is expected","","Mon Jul 20 05:07:00 UTC 2026","passed","Mon Jul 20 05:07:00 UTC 2026","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","100","Verify response schema is correct","","Mon Jul 20 05:07:00 UTC 2026","passed","Mon Jul 20 05:07:00 UTC 2026","","Posts Endpoint","Verify response schema is correct",""
