"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","90","Verify status code returned is expected","","Mon Dec 16 02:53:53 GMT 2024","passed","Mon Dec 16 02:53:53 GMT 2024","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","69","Verify there is a user with a given zipcode","","Mon Dec 16 02:53:54 GMT 2024","passed","Mon Dec 16 02:53:55 GMT 2024","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","79","Verify specific user is returned in the users response","","Mon Dec 16 02:53:54 GMT 2024","passed","Mon Dec 16 02:53:54 GMT 2024","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","77","Verify amount of returned items is expected","","Mon Dec 16 02:53:54 GMT 2024","passed","Mon Dec 16 02:53:54 GMT 2024","","Todos Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1062","Verify status code returned is expected","","Mon Dec 16 02:53:52 GMT 2024","passed","Mon Dec 16 02:53:53 GMT 2024","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","67","Verify response schema is correct","","Mon Dec 16 02:53:54 GMT 2024","passed","Mon Dec 16 02:53:54 GMT 2024","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","56","Verify status code returned is expected","","Mon Dec 16 02:53:54 GMT 2024","passed","Mon Dec 16 02:53:54 GMT 2024","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","103","Verify amount of returned items is expected","","Mon Dec 16 02:53:53 GMT 2024","passed","Mon Dec 16 02:53:53 GMT 2024","","Posts Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","77","Verify there is a user with a given zipcode","","Mon Dec 16 02:53:54 GMT 2024","passed","Mon Dec 16 02:53:54 GMT 2024","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","57","Verify amount of returned items is expected","","Mon Dec 16 02:53:54 GMT 2024","passed","Mon Dec 16 02:53:54 GMT 2024","","Users Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","97","Verify response schema is correct","","Mon Dec 16 02:53:53 GMT 2024","passed","Mon Dec 16 02:53:53 GMT 2024","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","110","Verify response schema is correct","","Mon Dec 16 02:53:53 GMT 2024","passed","Mon Dec 16 02:53:54 GMT 2024","","Todos Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","383","Verify specific user is returned in the users response","","Mon Dec 16 02:53:54 GMT 2024","passed","Mon Dec 16 02:53:54 GMT 2024","","Users Endpoint","Verify specific user is returned in the users response",""
