"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 25 02:05:14 GMT 2023","Mon Sep 25 02:05:15 GMT 2023","157","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Mon Sep 25 02:05:17 GMT 2023","Mon Sep 25 02:05:17 GMT 2023","148","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 25 02:05:17 GMT 2023","Mon Sep 25 02:05:17 GMT 2023","139","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Sep 25 02:05:15 GMT 2023","Mon Sep 25 02:05:15 GMT 2023","201","","Posts Endpoint","","Example when response code is incorrect","","Example when response code is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Sep 25 02:05:15 GMT 2023","Mon Sep 25 02:05:16 GMT 2023","247","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Sep 25 02:05:15 GMT 2023","Mon Sep 25 02:05:15 GMT 2023","260","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Sep 25 02:05:16 GMT 2023","Mon Sep 25 02:05:17 GMT 2023","688","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 25 02:05:16 GMT 2023","Mon Sep 25 02:05:16 GMT 2023","96","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 25 02:05:13 GMT 2023","Mon Sep 25 02:05:14 GMT 2023","1554","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Sep 25 02:05:16 GMT 2023","Mon Sep 25 02:05:16 GMT 2023","106","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Sep 25 02:05:17 GMT 2023","Mon Sep 25 02:05:17 GMT 2023","130","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 25 02:05:16 GMT 2023","Mon Sep 25 02:05:16 GMT 2023","148","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Sep 25 02:05:14 GMT 2023","Mon Sep 25 02:05:14 GMT 2023","153","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Sep 25 02:05:16 GMT 2023","Mon Sep 25 02:05:16 GMT 2023","156","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Sep 25 02:05:15 GMT 2023","Mon Sep 25 02:05:15 GMT 2023","271","","Posts Endpoint","","Example when response schema is incorrect","","Example when response schema is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
