"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1165","Verify status code returned is expected","","Mon Jan 06 02:42:20 GMT 2025","passed","Mon Jan 06 02:42:21 GMT 2025","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","69","Verify response schema is correct","","Mon Jan 06 02:42:21 GMT 2025","passed","Mon Jan 06 02:42:21 GMT 2025","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","92","Verify status code returned is expected","","Mon Jan 06 02:42:21 GMT 2025","passed","Mon Jan 06 02:42:21 GMT 2025","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","111","Verify response schema is correct","","Mon Jan 06 02:42:21 GMT 2025","passed","Mon Jan 06 02:42:21 GMT 2025","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","103","Verify amount of returned items is expected","","Mon Jan 06 02:42:21 GMT 2025","passed","Mon Jan 06 02:42:21 GMT 2025","","Posts Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","64","Verify amount of returned items is expected","","Mon Jan 06 02:42:21 GMT 2025","passed","Mon Jan 06 02:42:21 GMT 2025","","Users Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","100","Verify amount of returned items is expected","","Mon Jan 06 02:42:21 GMT 2025","passed","Mon Jan 06 02:42:21 GMT 2025","","Todos Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","89","Verify status code returned is expected","","Mon Jan 06 02:42:21 GMT 2025","passed","Mon Jan 06 02:42:21 GMT 2025","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","88","Verify there is a user with a given zipcode","","Mon Jan 06 02:42:22 GMT 2025","passed","Mon Jan 06 02:42:22 GMT 2025","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","68","Verify there is a user with a given zipcode","","Mon Jan 06 02:42:22 GMT 2025","passed","Mon Jan 06 02:42:22 GMT 2025","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","373","Verify specific user is returned in the users response","","Mon Jan 06 02:42:21 GMT 2025","passed","Mon Jan 06 02:42:22 GMT 2025","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","87","Verify specific user is returned in the users response","","Mon Jan 06 02:42:22 GMT 2025","passed","Mon Jan 06 02:42:22 GMT 2025","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","81","Verify response schema is correct","","Mon Jan 06 02:42:21 GMT 2025","passed","Mon Jan 06 02:42:21 GMT 2025","","Todos Endpoint","Verify response schema is correct",""
