"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","69","Verify status code returned is expected","","Thu Aug 28 01:49:30 UTC 2025","passed","Thu Aug 28 01:49:30 UTC 2025","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","107","Verify response schema is correct","","Thu Aug 28 01:49:30 UTC 2025","passed","Thu Aug 28 01:49:30 UTC 2025","","Todos Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","94","Verify status code returned is expected","","Thu Aug 28 01:49:30 UTC 2025","passed","Thu Aug 28 01:49:30 UTC 2025","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","101","Verify response schema is correct","","Thu Aug 28 01:49:30 UTC 2025","passed","Thu Aug 28 01:49:30 UTC 2025","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","124","Verify response schema is correct","","Thu Aug 28 01:49:30 UTC 2025","passed","Thu Aug 28 01:49:30 UTC 2025","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1095","Verify status code returned is expected","","Thu Aug 28 01:49:29 UTC 2025","passed","Thu Aug 28 01:49:30 UTC 2025","","Posts Endpoint","Verify status code returned is expected",""
