"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","91","Verify amount of returned items is expected","","Mon Dec 23 02:39:40 GMT 2024","passed","Mon Dec 23 02:39:40 GMT 2024","","Posts Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1005","Verify status code returned is expected","","Mon Dec 23 02:39:39 GMT 2024","passed","Mon Dec 23 02:39:40 GMT 2024","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","66","Verify amount of returned items is expected","","Mon Dec 23 02:39:40 GMT 2024","passed","Mon Dec 23 02:39:41 GMT 2024","","Users Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","78","Verify there is a user with a given zipcode","","Mon Dec 23 02:39:41 GMT 2024","passed","Mon Dec 23 02:39:41 GMT 2024","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","68","Verify response schema is correct","","Mon Dec 23 02:39:40 GMT 2024","passed","Mon Dec 23 02:39:40 GMT 2024","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","115","Verify response schema is correct","","Mon Dec 23 02:39:40 GMT 2024","passed","Mon Dec 23 02:39:40 GMT 2024","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","56","Verify status code returned is expected","","Mon Dec 23 02:39:40 GMT 2024","passed","Mon Dec 23 02:39:40 GMT 2024","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","88","Verify response schema is correct","","Mon Dec 23 02:39:40 GMT 2024","passed","Mon Dec 23 02:39:40 GMT 2024","","Todos Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","59","Verify there is a user with a given zipcode","","Mon Dec 23 02:39:41 GMT 2024","passed","Mon Dec 23 02:39:41 GMT 2024","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","94","Verify specific user is returned in the users response","","Mon Dec 23 02:39:41 GMT 2024","passed","Mon Dec 23 02:39:41 GMT 2024","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","73","Verify status code returned is expected","","Mon Dec 23 02:39:40 GMT 2024","passed","Mon Dec 23 02:39:40 GMT 2024","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","119","Verify amount of returned items is expected","","Mon Dec 23 02:39:40 GMT 2024","passed","Mon Dec 23 02:39:40 GMT 2024","","Todos Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","371","Verify specific user is returned in the users response","","Mon Dec 23 02:39:41 GMT 2024","passed","Mon Dec 23 02:39:41 GMT 2024","","Users Endpoint","Verify specific user is returned in the users response",""
