"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jan 22 02:20:50 GMT 2024","Mon Jan 22 02:20:51 GMT 2024","80","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jan 22 02:20:50 GMT 2024","Mon Jan 22 02:20:50 GMT 2024","55","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jan 22 02:20:50 GMT 2024","Mon Jan 22 02:20:50 GMT 2024","379","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jan 22 02:20:49 GMT 2024","Mon Jan 22 02:20:49 GMT 2024","107","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Jan 22 02:20:49 GMT 2024","Mon Jan 22 02:20:49 GMT 2024","76","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Mon Jan 22 02:20:49 GMT 2024","Mon Jan 22 02:20:49 GMT 2024","99","","Posts Endpoint","","Example when response code is incorrect","","Example when response code is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Jan 22 02:20:49 GMT 2024","Mon Jan 22 02:20:50 GMT 2024","222","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Jan 22 02:20:50 GMT 2024","Mon Jan 22 02:20:50 GMT 2024","128","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Jan 22 02:20:50 GMT 2024","Mon Jan 22 02:20:50 GMT 2024","67","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jan 22 02:20:50 GMT 2024","Mon Jan 22 02:20:50 GMT 2024","111","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"failed","Mon Jan 22 02:20:49 GMT 2024","Mon Jan 22 02:20:49 GMT 2024","176","","Posts Endpoint","","Example when response schema is incorrect","","Example when response schema is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Jan 22 02:20:50 GMT 2024","Mon Jan 22 02:20:50 GMT 2024","63","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Jan 22 02:20:51 GMT 2024","Mon Jan 22 02:20:51 GMT 2024","85","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jan 22 02:20:51 GMT 2024","Mon Jan 22 02:20:51 GMT 2024","96","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jan 22 02:20:48 GMT 2024","Mon Jan 22 02:20:49 GMT 2024","980","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
