"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","104","Verify response schema is correct","","Tue Dec 02 01:58:38 UTC 2025","passed","Tue Dec 02 01:58:38 UTC 2025","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1188","Verify status code returned is expected","","Tue Dec 02 01:58:37 UTC 2025","passed","Tue Dec 02 01:58:38 UTC 2025","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","66","Verify status code returned is expected","","Tue Dec 02 01:58:39 UTC 2025","passed","Tue Dec 02 01:58:39 UTC 2025","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","83","Verify status code returned is expected","","Tue Dec 02 01:58:38 UTC 2025","passed","Tue Dec 02 01:58:39 UTC 2025","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","110","Verify response schema is correct","","Tue Dec 02 01:58:39 UTC 2025","passed","Tue Dec 02 01:58:39 UTC 2025","","Todos Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","72","Verify response schema is correct","","Tue Dec 02 01:58:39 UTC 2025","passed","Tue Dec 02 01:58:39 UTC 2025","","Users Endpoint","Verify response schema is correct",""
