"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1267","Verify status code returned is expected","","Mon Jul 06 06:00:55 UTC 2026","passed","Mon Jul 06 06:00:56 UTC 2026","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","83","Verify response schema is correct","","Mon Jul 06 06:00:57 UTC 2026","passed","Mon Jul 06 06:00:57 UTC 2026","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","376","Verify specific user is returned in the users response","","Mon Jul 06 06:00:57 UTC 2026","passed","Mon Jul 06 06:00:57 UTC 2026","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","142","Verify response schema is correct","","Mon Jul 06 06:00:56 UTC 2026","passed","Mon Jul 06 06:00:56 UTC 2026","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","100","Verify specific user is returned in the users response","","Mon Jul 06 06:00:57 UTC 2026","passed","Mon Jul 06 06:00:58 UTC 2026","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","92","Verify there is a user with a given zipcode","","Mon Jul 06 06:00:58 UTC 2026","passed","Mon Jul 06 06:00:58 UTC 2026","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","114","Verify amount of returned items is expected","","Mon Jul 06 06:00:57 UTC 2026","passed","Mon Jul 06 06:00:57 UTC 2026","","Todos Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","90","Verify status code returned is expected","","Mon Jul 06 06:00:57 UTC 2026","passed","Mon Jul 06 06:00:57 UTC 2026","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","124","Verify amount of returned items is expected","","Mon Jul 06 06:00:56 UTC 2026","passed","Mon Jul 06 06:00:56 UTC 2026","","Posts Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","82","Verify amount of returned items is expected","","Mon Jul 06 06:00:57 UTC 2026","passed","Mon Jul 06 06:00:57 UTC 2026","","Users Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","112","Verify there is a user with a given zipcode","","Mon Jul 06 06:00:58 UTC 2026","passed","Mon Jul 06 06:00:58 UTC 2026","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","114","Verify response schema is correct","","Mon Jul 06 06:00:57 UTC 2026","passed","Mon Jul 06 06:00:57 UTC 2026","","Todos Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","126","Verify status code returned is expected","","Mon Jul 06 06:00:56 UTC 2026","passed","Mon Jul 06 06:00:57 UTC 2026","","Todos Endpoint","Verify status code returned is expected",""
