"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Feb 27 02:41:10 GMT 2023","Mon Feb 27 02:41:10 GMT 2023","112","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Feb 27 02:41:07 GMT 2023","Mon Feb 27 02:41:07 GMT 2023","193","","Posts Endpoint","","Example when response code is incorrect","","Example when response code is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Feb 27 02:41:07 GMT 2023","Mon Feb 27 02:41:07 GMT 2023","201","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Feb 27 02:41:10 GMT 2023","Mon Feb 27 02:41:10 GMT 2023","131","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Feb 27 02:41:08 GMT 2023","Mon Feb 27 02:41:09 GMT 2023","107","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Feb 27 02:41:09 GMT 2023","Mon Feb 27 02:41:09 GMT 2023","145","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Feb 27 02:41:08 GMT 2023","Mon Feb 27 02:41:08 GMT 2023","137","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Feb 27 02:41:07 GMT 2023","Mon Feb 27 02:41:07 GMT 2023","139","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Feb 27 02:41:09 GMT 2023","Mon Feb 27 02:41:09 GMT 2023","516","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Feb 27 02:41:09 GMT 2023","Mon Feb 27 02:41:09 GMT 2023","98","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Feb 27 02:41:09 GMT 2023","Mon Feb 27 02:41:10 GMT 2023","130","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Feb 27 02:41:06 GMT 2023","Mon Feb 27 02:41:07 GMT 2023","1226","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Feb 27 02:41:08 GMT 2023","Mon Feb 27 02:41:08 GMT 2023","202","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Feb 27 02:41:08 GMT 2023","Mon Feb 27 02:41:08 GMT 2023","274","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"failed","Mon Feb 27 02:41:07 GMT 2023","Mon Feb 27 02:41:08 GMT 2023","250","","Posts Endpoint","","Example when response schema is incorrect","","Example when response schema is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
