"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","84","Verify amount of returned items is expected","","Mon Feb 03 02:34:47 GMT 2025","passed","Mon Feb 03 02:34:47 GMT 2025","","Todos Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","60","Verify status code returned is expected","","Mon Feb 03 02:34:47 GMT 2025","passed","Mon Feb 03 02:34:47 GMT 2025","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","363","Verify specific user is returned in the users response","","Mon Feb 03 02:34:47 GMT 2025","passed","Mon Feb 03 02:34:48 GMT 2025","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","79","Verify specific user is returned in the users response","","Mon Feb 03 02:34:48 GMT 2025","passed","Mon Feb 03 02:34:48 GMT 2025","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1146","Verify status code returned is expected","","Mon Feb 03 02:34:46 GMT 2025","passed","Mon Feb 03 02:34:47 GMT 2025","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","90","Verify status code returned is expected","","Mon Feb 03 02:34:47 GMT 2025","passed","Mon Feb 03 02:34:47 GMT 2025","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","116","Verify response schema is correct","","Mon Feb 03 02:34:47 GMT 2025","passed","Mon Feb 03 02:34:47 GMT 2025","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","79","Verify there is a user with a given zipcode","","Mon Feb 03 02:34:48 GMT 2025","passed","Mon Feb 03 02:34:48 GMT 2025","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","61","Verify there is a user with a given zipcode","","Mon Feb 03 02:34:48 GMT 2025","passed","Mon Feb 03 02:34:48 GMT 2025","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","69","Verify response schema is correct","","Mon Feb 03 02:34:47 GMT 2025","passed","Mon Feb 03 02:34:47 GMT 2025","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","88","Verify response schema is correct","","Mon Feb 03 02:34:47 GMT 2025","passed","Mon Feb 03 02:34:47 GMT 2025","","Todos Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","59","Verify amount of returned items is expected","","Mon Feb 03 02:34:47 GMT 2025","passed","Mon Feb 03 02:34:47 GMT 2025","","Users Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","100","Verify amount of returned items is expected","","Mon Feb 03 02:34:47 GMT 2025","passed","Mon Feb 03 02:34:47 GMT 2025","","Posts Endpoint","Verify amount of returned items is expected",""
