"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 14 02:01:54 GMT 2023","Mon Aug 14 02:01:54 GMT 2023","97","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Aug 14 02:01:55 GMT 2023","Mon Aug 14 02:01:55 GMT 2023","114","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Aug 14 02:01:53 GMT 2023","Mon Aug 14 02:01:53 GMT 2023","209","","Posts Endpoint","","Example when response schema is incorrect","","Example when response schema is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Aug 14 02:01:51 GMT 2023","Mon Aug 14 02:01:53 GMT 2023","1223","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Mon Aug 14 02:01:55 GMT 2023","Mon Aug 14 02:01:55 GMT 2023","91","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Aug 14 02:01:53 GMT 2023","Mon Aug 14 02:01:53 GMT 2023","100","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Aug 14 02:01:54 GMT 2023","Mon Aug 14 02:01:55 GMT 2023","501","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Aug 14 02:01:54 GMT 2023","Mon Aug 14 02:01:54 GMT 2023","69","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Aug 14 02:01:54 GMT 2023","Mon Aug 14 02:01:54 GMT 2023","141","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"failed","Mon Aug 14 02:01:55 GMT 2023","Mon Aug 14 02:01:55 GMT 2023","109","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Aug 14 02:01:53 GMT 2023","Mon Aug 14 02:01:53 GMT 2023","158","","Posts Endpoint","","Example when response code is incorrect","","Example when response code is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Aug 14 02:01:53 GMT 2023","Mon Aug 14 02:01:53 GMT 2023","164","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Aug 14 02:01:54 GMT 2023","Mon Aug 14 02:01:54 GMT 2023","130","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Aug 14 02:01:53 GMT 2023","Mon Aug 14 02:01:54 GMT 2023","238","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Aug 14 02:01:54 GMT 2023","Mon Aug 14 02:01:54 GMT 2023","77","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
