"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","47","Verify status code returned is expected","","Mon Mar 16 04:21:52 UTC 2026","passed","Mon Mar 16 04:21:52 UTC 2026","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","64","Verify specific user is returned in the users response","","Mon Mar 16 04:21:52 UTC 2026","passed","Mon Mar 16 04:21:53 UTC 2026","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","337","Verify specific user is returned in the users response","","Mon Mar 16 04:21:52 UTC 2026","passed","Mon Mar 16 04:21:52 UTC 2026","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","45","Verify amount of returned items is expected","","Mon Mar 16 04:21:52 UTC 2026","passed","Mon Mar 16 04:21:52 UTC 2026","","Users Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","71","Verify there is a user with a given zipcode","","Mon Mar 16 04:21:53 UTC 2026","passed","Mon Mar 16 04:21:53 UTC 2026","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","65","Verify response schema is correct","","Mon Mar 16 04:21:52 UTC 2026","passed","Mon Mar 16 04:21:52 UTC 2026","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","74","Verify response schema is correct","","Mon Mar 16 04:21:52 UTC 2026","passed","Mon Mar 16 04:21:52 UTC 2026","","Todos Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","77","Verify amount of returned items is expected","","Mon Mar 16 04:21:52 UTC 2026","passed","Mon Mar 16 04:21:52 UTC 2026","","Todos Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1070","Verify status code returned is expected","","Mon Mar 16 04:21:50 UTC 2026","passed","Mon Mar 16 04:21:51 UTC 2026","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","93","Verify response schema is correct","","Mon Mar 16 04:21:51 UTC 2026","passed","Mon Mar 16 04:21:52 UTC 2026","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","56","Verify there is a user with a given zipcode","","Mon Mar 16 04:21:53 UTC 2026","passed","Mon Mar 16 04:21:53 UTC 2026","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","91","Verify amount of returned items is expected","","Mon Mar 16 04:21:52 UTC 2026","passed","Mon Mar 16 04:21:52 UTC 2026","","Posts Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","88","Verify status code returned is expected","","Mon Mar 16 04:21:52 UTC 2026","passed","Mon Mar 16 04:21:52 UTC 2026","","Todos Endpoint","Verify status code returned is expected",""
