"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 02 02:34:19 GMT 2024","Mon Sep 02 02:34:19 GMT 2024","69","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 02 02:34:19 GMT 2024","Mon Sep 02 02:34:19 GMT 2024","89","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Sep 02 02:34:18 GMT 2024","Mon Sep 02 02:34:18 GMT 2024","110","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Sep 02 02:34:18 GMT 2024","Mon Sep 02 02:34:18 GMT 2024","97","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Sep 02 02:34:18 GMT 2024","Mon Sep 02 02:34:19 GMT 2024","88","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Sep 02 02:34:19 GMT 2024","Mon Sep 02 02:34:19 GMT 2024","65","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 02 02:34:19 GMT 2024","Mon Sep 02 02:34:19 GMT 2024","73","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 02 02:34:17 GMT 2024","Mon Sep 02 02:34:18 GMT 2024","1128","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Sep 02 02:34:19 GMT 2024","Mon Sep 02 02:34:19 GMT 2024","75","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 02 02:34:19 GMT 2024","Mon Sep 02 02:34:19 GMT 2024","387","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 02 02:34:19 GMT 2024","Mon Sep 02 02:34:19 GMT 2024","74","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 02 02:34:18 GMT 2024","Mon Sep 02 02:34:18 GMT 2024","93","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Sep 02 02:34:19 GMT 2024","Mon Sep 02 02:34:19 GMT 2024","56","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
