"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 28 02:44:42 GMT 2024","Mon Oct 28 02:44:43 GMT 2024","67","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Oct 28 02:44:42 GMT 2024","Mon Oct 28 02:44:42 GMT 2024","83","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Oct 28 02:44:42 GMT 2024","Mon Oct 28 02:44:42 GMT 2024","89","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Oct 28 02:44:40 GMT 2024","Mon Oct 28 02:44:41 GMT 2024","1053","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Oct 28 02:44:42 GMT 2024","Mon Oct 28 02:44:42 GMT 2024","87","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Oct 28 02:44:42 GMT 2024","Mon Oct 28 02:44:42 GMT 2024","83","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Oct 28 02:44:42 GMT 2024","Mon Oct 28 02:44:42 GMT 2024","61","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Oct 28 02:44:41 GMT 2024","Mon Oct 28 02:44:41 GMT 2024","108","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Oct 28 02:44:41 GMT 2024","Mon Oct 28 02:44:42 GMT 2024","79","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Oct 28 02:44:41 GMT 2024","Mon Oct 28 02:44:41 GMT 2024","110","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Oct 28 02:44:42 GMT 2024","Mon Oct 28 02:44:42 GMT 2024","388","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Oct 28 02:44:43 GMT 2024","Mon Oct 28 02:44:43 GMT 2024","69","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Oct 28 02:44:42 GMT 2024","Mon Oct 28 02:44:42 GMT 2024","71","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
