"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","417","Verify specific user is returned in the users response","","Mon Nov 11 02:38:18 GMT 2024","passed","Mon Nov 11 02:38:19 GMT 2024","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","92","Verify amount of returned items is expected","","Mon Nov 11 02:38:18 GMT 2024","passed","Mon Nov 11 02:38:18 GMT 2024","","Todos Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1196","Verify status code returned is expected","","Mon Nov 11 02:38:16 GMT 2024","passed","Mon Nov 11 02:38:17 GMT 2024","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","101","Verify response schema is correct","","Mon Nov 11 02:38:18 GMT 2024","passed","Mon Nov 11 02:38:18 GMT 2024","","Todos Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","55","Verify status code returned is expected","","Mon Nov 11 02:38:18 GMT 2024","passed","Mon Nov 11 02:38:18 GMT 2024","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","81","Verify amount of returned items is expected","","Mon Nov 11 02:38:18 GMT 2024","passed","Mon Nov 11 02:38:18 GMT 2024","","Users Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","110","Verify specific user is returned in the users response","","Mon Nov 11 02:38:19 GMT 2024","passed","Mon Nov 11 02:38:19 GMT 2024","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","113","Verify response schema is correct","","Mon Nov 11 02:38:17 GMT 2024","passed","Mon Nov 11 02:38:18 GMT 2024","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","78","Verify there is a user with a given zipcode","","Mon Nov 11 02:38:19 GMT 2024","passed","Mon Nov 11 02:38:19 GMT 2024","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","116","Verify amount of returned items is expected","","Mon Nov 11 02:38:18 GMT 2024","passed","Mon Nov 11 02:38:18 GMT 2024","","Posts Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","78","Verify there is a user with a given zipcode","","Mon Nov 11 02:38:19 GMT 2024","passed","Mon Nov 11 02:38:19 GMT 2024","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","82","Verify response schema is correct","","Mon Nov 11 02:38:18 GMT 2024","passed","Mon Nov 11 02:38:18 GMT 2024","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","113","Verify status code returned is expected","","Mon Nov 11 02:38:18 GMT 2024","passed","Mon Nov 11 02:38:18 GMT 2024","","Todos Endpoint","Verify status code returned is expected",""
