"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1201","Verify status code returned is expected","","Fri Feb 14 01:39:27 GMT 2025","passed","Fri Feb 14 01:39:28 GMT 2025","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","111","Verify response schema is correct","","Fri Feb 14 01:39:28 GMT 2025","passed","Fri Feb 14 01:39:28 GMT 2025","","Todos Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","95","Verify response schema is correct","","Fri Feb 14 01:39:28 GMT 2025","passed","Fri Feb 14 01:39:28 GMT 2025","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","84","Verify status code returned is expected","","Fri Feb 14 01:39:28 GMT 2025","passed","Fri Feb 14 01:39:28 GMT 2025","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","113","Verify status code returned is expected","","Fri Feb 14 01:39:28 GMT 2025","passed","Fri Feb 14 01:39:28 GMT 2025","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","141","Verify response schema is correct","","Fri Feb 14 01:39:28 GMT 2025","passed","Fri Feb 14 01:39:28 GMT 2025","","Posts Endpoint","Verify response schema is correct",""
