"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 07 02:42:12 GMT 2024","Mon Oct 07 02:42:12 GMT 2024","83","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Oct 07 02:42:12 GMT 2024","Mon Oct 07 02:42:12 GMT 2024","90","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Oct 07 02:42:11 GMT 2024","Mon Oct 07 02:42:11 GMT 2024","70","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Oct 07 02:42:11 GMT 2024","Mon Oct 07 02:42:11 GMT 2024","99","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Oct 07 02:42:11 GMT 2024","Mon Oct 07 02:42:11 GMT 2024","107","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Oct 07 02:42:11 GMT 2024","Mon Oct 07 02:42:11 GMT 2024","67","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Oct 07 02:42:11 GMT 2024","Mon Oct 07 02:42:11 GMT 2024","111","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Oct 07 02:42:11 GMT 2024","Mon Oct 07 02:42:11 GMT 2024","84","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Oct 07 02:42:11 GMT 2024","Mon Oct 07 02:42:11 GMT 2024","114","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Oct 07 02:42:11 GMT 2024","Mon Oct 07 02:42:11 GMT 2024","107","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Oct 07 02:42:10 GMT 2024","Mon Oct 07 02:42:11 GMT 2024","1118","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Oct 07 02:42:12 GMT 2024","Mon Oct 07 02:42:12 GMT 2024","84","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Oct 07 02:42:11 GMT 2024","Mon Oct 07 02:42:12 GMT 2024","421","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
