"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","110","Verify status code returned is expected","","Mon Oct 27 03:07:57 UTC 2025","passed","Mon Oct 27 03:07:58 UTC 2025","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","119","Verify amount of returned items is expected","","Mon Oct 27 03:07:57 UTC 2025","passed","Mon Oct 27 03:07:57 UTC 2025","","Posts Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","77","Verify amount of returned items is expected","","Mon Oct 27 03:07:58 UTC 2025","passed","Mon Oct 27 03:07:58 UTC 2025","","Users Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","88","Verify status code returned is expected","","Mon Oct 27 03:07:58 UTC 2025","passed","Mon Oct 27 03:07:58 UTC 2025","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","132","Verify response schema is correct","","Mon Oct 27 03:07:57 UTC 2025","passed","Mon Oct 27 03:07:57 UTC 2025","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1121","Verify status code returned is expected","","Mon Oct 27 03:07:56 UTC 2025","passed","Mon Oct 27 03:07:57 UTC 2025","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","382","Verify specific user is returned in the users response","","Mon Oct 27 03:07:58 UTC 2025","passed","Mon Oct 27 03:07:58 UTC 2025","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","85","Verify there is a user with a given zipcode","","Mon Oct 27 03:07:59 UTC 2025","passed","Mon Oct 27 03:07:59 UTC 2025","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","89","Verify response schema is correct","","Mon Oct 27 03:07:58 UTC 2025","passed","Mon Oct 27 03:07:58 UTC 2025","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","97","Verify specific user is returned in the users response","","Mon Oct 27 03:07:58 UTC 2025","passed","Mon Oct 27 03:07:59 UTC 2025","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","127","Verify response schema is correct","","Mon Oct 27 03:07:58 UTC 2025","passed","Mon Oct 27 03:07:58 UTC 2025","","Todos Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","79","Verify there is a user with a given zipcode","","Mon Oct 27 03:07:59 UTC 2025","passed","Mon Oct 27 03:07:59 UTC 2025","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","93","Verify amount of returned items is expected","","Mon Oct 27 03:07:58 UTC 2025","passed","Mon Oct 27 03:07:58 UTC 2025","","Todos Endpoint","Verify amount of returned items is expected",""
