"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","63","Verify amount of returned items is expected","","Mon Nov 24 03:11:33 UTC 2025","passed","Mon Nov 24 03:11:34 UTC 2025","","Users Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","430","Verify specific user is returned in the users response","","Mon Nov 24 03:11:34 UTC 2025","passed","Mon Nov 24 03:11:34 UTC 2025","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","61","Verify there is a user with a given zipcode","","Mon Nov 24 03:11:34 UTC 2025","passed","Mon Nov 24 03:11:34 UTC 2025","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","94","Verify status code returned is expected","","Mon Nov 24 03:11:33 UTC 2025","passed","Mon Nov 24 03:11:33 UTC 2025","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","92","Verify status code returned is expected","","Mon Nov 24 03:11:33 UTC 2025","passed","Mon Nov 24 03:11:33 UTC 2025","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","112","Verify amount of returned items is expected","","Mon Nov 24 03:11:33 UTC 2025","passed","Mon Nov 24 03:11:33 UTC 2025","","Posts Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","72","Verify there is a user with a given zipcode","","Mon Nov 24 03:11:34 UTC 2025","passed","Mon Nov 24 03:11:34 UTC 2025","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1115","Verify status code returned is expected","","Mon Nov 24 03:11:32 UTC 2025","passed","Mon Nov 24 03:11:33 UTC 2025","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","91","Verify amount of returned items is expected","","Mon Nov 24 03:11:33 UTC 2025","passed","Mon Nov 24 03:11:33 UTC 2025","","Todos Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","87","Verify response schema is correct","","Mon Nov 24 03:11:33 UTC 2025","passed","Mon Nov 24 03:11:33 UTC 2025","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","119","Verify response schema is correct","","Mon Nov 24 03:11:33 UTC 2025","passed","Mon Nov 24 03:11:33 UTC 2025","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","88","Verify specific user is returned in the users response","","Mon Nov 24 03:11:34 UTC 2025","passed","Mon Nov 24 03:11:34 UTC 2025","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","108","Verify response schema is correct","","Mon Nov 24 03:11:33 UTC 2025","passed","Mon Nov 24 03:11:33 UTC 2025","","Todos Endpoint","Verify response schema is correct",""
