"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","114","Verify response schema is correct","","Tue Feb 11 01:39:01 GMT 2025","passed","Tue Feb 11 01:39:01 GMT 2025","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","66","Verify status code returned is expected","","Tue Feb 11 01:39:02 GMT 2025","passed","Tue Feb 11 01:39:02 GMT 2025","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","104","Verify response schema is correct","","Tue Feb 11 01:39:01 GMT 2025","passed","Tue Feb 11 01:39:02 GMT 2025","","Todos Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","105","Verify status code returned is expected","","Tue Feb 11 01:39:01 GMT 2025","passed","Tue Feb 11 01:39:01 GMT 2025","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","82","Verify response schema is correct","","Tue Feb 11 01:39:02 GMT 2025","passed","Tue Feb 11 01:39:02 GMT 2025","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1112","Verify status code returned is expected","","Tue Feb 11 01:39:00 GMT 2025","passed","Tue Feb 11 01:39:01 GMT 2025","","Posts Endpoint","Verify status code returned is expected",""
