"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 04 02:48:24 GMT 2024","Mon Mar 04 02:48:24 GMT 2024","97","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Mar 04 02:48:21 GMT 2024","Mon Mar 04 02:48:22 GMT 2024","1054","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Mar 04 02:48:23 GMT 2024","Mon Mar 04 02:48:24 GMT 2024","418","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Mar 04 02:48:23 GMT 2024","Mon Mar 04 02:48:23 GMT 2024","159","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"failed","Mon Mar 04 02:48:22 GMT 2024","Mon Mar 04 02:48:22 GMT 2024","136","","Posts Endpoint","","Example when response code is incorrect","","Example when response code is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Mar 04 02:48:23 GMT 2024","Mon Mar 04 02:48:23 GMT 2024","82","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Mar 04 02:48:24 GMT 2024","Mon Mar 04 02:48:24 GMT 2024","82","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Mar 04 02:48:23 GMT 2024","Mon Mar 04 02:48:23 GMT 2024","75","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Mar 04 02:48:22 GMT 2024","Mon Mar 04 02:48:22 GMT 2024","110","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Mar 04 02:48:23 GMT 2024","Mon Mar 04 02:48:23 GMT 2024","73","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Mar 04 02:48:22 GMT 2024","Mon Mar 04 02:48:22 GMT 2024","215","","Posts Endpoint","","Example when response schema is incorrect","","Example when response schema is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Mar 04 02:48:22 GMT 2024","Mon Mar 04 02:48:22 GMT 2024","119","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Mar 04 02:48:23 GMT 2024","Mon Mar 04 02:48:23 GMT 2024","162","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Mar 04 02:48:23 GMT 2024","Mon Mar 04 02:48:23 GMT 2024","103","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"failed","Mon Mar 04 02:48:24 GMT 2024","Mon Mar 04 02:48:24 GMT 2024","98","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
