"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 03 01:26:01 GMT 2024","Tue Sep 03 01:26:01 GMT 2024","81","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Tue Sep 03 01:26:01 GMT 2024","Tue Sep 03 01:26:01 GMT 2024","117","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Tue Sep 03 01:26:01 GMT 2024","Tue Sep 03 01:26:01 GMT 2024","129","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Tue Sep 03 01:26:01 GMT 2024","Tue Sep 03 01:26:01 GMT 2024","72","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Tue Sep 03 01:26:01 GMT 2024","Tue Sep 03 01:26:01 GMT 2024","89","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Tue Sep 03 01:26:00 GMT 2024","Tue Sep 03 01:26:01 GMT 2024","1153","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
