"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jul 17 02:54:37 GMT 2023","Mon Jul 17 02:54:37 GMT 2023","167","","Posts Endpoint","","Example when response code is incorrect","","Example when response code is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Mon Jul 17 02:54:39 GMT 2023","Mon Jul 17 02:54:39 GMT 2023","109","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jul 17 02:54:37 GMT 2023","Mon Jul 17 02:54:37 GMT 2023","189","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Jul 17 02:54:39 GMT 2023","Mon Jul 17 02:54:39 GMT 2023","153","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jul 17 02:54:38 GMT 2023","Mon Jul 17 02:54:38 GMT 2023","79","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jul 17 02:54:37 GMT 2023","Mon Jul 17 02:54:38 GMT 2023","181","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Jul 17 02:54:38 GMT 2023","Mon Jul 17 02:54:38 GMT 2023","125","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Jul 17 02:54:38 GMT 2023","Mon Jul 17 02:54:38 GMT 2023","89","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Jul 17 02:54:37 GMT 2023","Mon Jul 17 02:54:37 GMT 2023","311","","Posts Endpoint","","Example when response schema is incorrect","","Example when response schema is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Jul 17 02:54:37 GMT 2023","Mon Jul 17 02:54:37 GMT 2023","128","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Jul 17 02:54:38 GMT 2023","Mon Jul 17 02:54:38 GMT 2023","100","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Jul 17 02:54:39 GMT 2023","Mon Jul 17 02:54:39 GMT 2023","144","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jul 17 02:54:35 GMT 2023","Mon Jul 17 02:54:37 GMT 2023","1159","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Jul 17 02:54:38 GMT 2023","Mon Jul 17 02:54:39 GMT 2023","419","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jul 17 02:54:38 GMT 2023","Mon Jul 17 02:54:38 GMT 2023","127","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
