"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Feb 12 02:04:37 GMT 2024","Mon Feb 12 02:04:37 GMT 2024","73","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Feb 12 02:04:34 GMT 2024","Mon Feb 12 02:04:35 GMT 2024","1034","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Feb 12 02:04:36 GMT 2024","Mon Feb 12 02:04:36 GMT 2024","141","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Feb 12 02:04:37 GMT 2024","Mon Feb 12 02:04:37 GMT 2024","77","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Feb 12 02:04:37 GMT 2024","Mon Feb 12 02:04:37 GMT 2024","402","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Feb 12 02:04:36 GMT 2024","Mon Feb 12 02:04:36 GMT 2024","63","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Feb 12 02:04:36 GMT 2024","Mon Feb 12 02:04:36 GMT 2024","226","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"failed","Mon Feb 12 02:04:35 GMT 2024","Mon Feb 12 02:04:36 GMT 2024","115","","Posts Endpoint","","Example when response code is incorrect","","Example when response code is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Feb 12 02:04:35 GMT 2024","Mon Feb 12 02:04:35 GMT 2024","105","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Mon Feb 12 02:04:36 GMT 2024","Mon Feb 12 02:04:36 GMT 2024","171","","Posts Endpoint","","Example when response schema is incorrect","","Example when response schema is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Feb 12 02:04:36 GMT 2024","Mon Feb 12 02:04:36 GMT 2024","81","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Feb 12 02:04:35 GMT 2024","Mon Feb 12 02:04:35 GMT 2024","87","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Feb 12 02:04:36 GMT 2024","Mon Feb 12 02:04:37 GMT 2024","92","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Feb 12 02:04:36 GMT 2024","Mon Feb 12 02:04:36 GMT 2024","95","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"failed","Mon Feb 12 02:04:37 GMT 2024","Mon Feb 12 02:04:37 GMT 2024","105","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
