"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","385","Verify specific user is returned in the users response","","Mon Mar 10 02:22:30 GMT 2025","passed","Mon Mar 10 02:22:30 GMT 2025","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","79","Verify amount of returned items is expected","","Mon Mar 10 02:22:30 GMT 2025","passed","Mon Mar 10 02:22:30 GMT 2025","","Users Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","172","Verify response schema is correct","","Mon Mar 10 02:22:29 GMT 2025","passed","Mon Mar 10 02:22:29 GMT 2025","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","126","Verify response schema is correct","","Mon Mar 10 02:22:30 GMT 2025","passed","Mon Mar 10 02:22:30 GMT 2025","","Todos Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","100","Verify amount of returned items is expected","","Mon Mar 10 02:22:30 GMT 2025","passed","Mon Mar 10 02:22:30 GMT 2025","","Todos Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","110","Verify response schema is correct","","Mon Mar 10 02:22:30 GMT 2025","passed","Mon Mar 10 02:22:30 GMT 2025","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","112","Verify status code returned is expected","","Mon Mar 10 02:22:29 GMT 2025","passed","Mon Mar 10 02:22:30 GMT 2025","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","72","Verify status code returned is expected","","Mon Mar 10 02:22:30 GMT 2025","passed","Mon Mar 10 02:22:30 GMT 2025","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","142","Verify amount of returned items is expected","","Mon Mar 10 02:22:29 GMT 2025","passed","Mon Mar 10 02:22:29 GMT 2025","","Posts Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1264","Verify status code returned is expected","","Mon Mar 10 02:22:28 GMT 2025","passed","Mon Mar 10 02:22:29 GMT 2025","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","91","Verify there is a user with a given zipcode","","Mon Mar 10 02:22:31 GMT 2025","passed","Mon Mar 10 02:22:31 GMT 2025","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","105","Verify specific user is returned in the users response","","Mon Mar 10 02:22:30 GMT 2025","passed","Mon Mar 10 02:22:31 GMT 2025","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","79","Verify there is a user with a given zipcode","","Mon Mar 10 02:22:31 GMT 2025","passed","Mon Mar 10 02:22:31 GMT 2025","","Users Endpoint","Verify there is a user with a given zipcode",""
