"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","91","Verify amount of returned items is expected","","Mon Dec 08 03:09:45 UTC 2025","passed","Mon Dec 08 03:09:45 UTC 2025","","Todos Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1167","Verify status code returned is expected","","Mon Dec 08 03:09:43 UTC 2025","passed","Mon Dec 08 03:09:44 UTC 2025","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","52","Verify amount of returned items is expected","","Mon Dec 08 03:09:45 UTC 2025","passed","Mon Dec 08 03:09:45 UTC 2025","","Users Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","229","Verify response schema is correct","","Mon Dec 08 03:09:44 UTC 2025","passed","Mon Dec 08 03:09:45 UTC 2025","","Todos Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","206","Verify status code returned is expected","","Mon Dec 08 03:09:45 UTC 2025","passed","Mon Dec 08 03:09:45 UTC 2025","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","137","Verify specific user is returned in the users response","","Mon Dec 08 03:09:45 UTC 2025","passed","Mon Dec 08 03:09:46 UTC 2025","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","177","Verify amount of returned items is expected","","Mon Dec 08 03:09:44 UTC 2025","passed","Mon Dec 08 03:09:44 UTC 2025","","Posts Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","158","Verify there is a user with a given zipcode","","Mon Dec 08 03:09:46 UTC 2025","passed","Mon Dec 08 03:09:46 UTC 2025","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","68","Verify response schema is correct","","Mon Dec 08 03:09:45 UTC 2025","passed","Mon Dec 08 03:09:45 UTC 2025","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","142","Verify status code returned is expected","","Mon Dec 08 03:09:44 UTC 2025","passed","Mon Dec 08 03:09:44 UTC 2025","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","474","Verify specific user is returned in the users response","","Mon Dec 08 03:09:45 UTC 2025","passed","Mon Dec 08 03:09:45 UTC 2025","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","190","Verify response schema is correct","","Mon Dec 08 03:09:44 UTC 2025","passed","Mon Dec 08 03:09:44 UTC 2025","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","159","Verify there is a user with a given zipcode","","Mon Dec 08 03:09:46 UTC 2025","passed","Mon Dec 08 03:09:46 UTC 2025","","Users Endpoint","Verify there is a user with a given zipcode",""
