"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 07 17:33:54 GMT 2023","Tue Feb 07 17:33:54 GMT 2023","484","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Tue Feb 07 17:33:54 GMT 2023","Tue Feb 07 17:33:55 GMT 2023","129","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Tue Feb 07 17:33:54 GMT 2023","Tue Feb 07 17:33:54 GMT 2023","95","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Tue Feb 07 17:33:51 GMT 2023","Tue Feb 07 17:33:52 GMT 2023","1375","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Tue Feb 07 17:33:52 GMT 2023","Tue Feb 07 17:33:52 GMT 2023","102","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Tue Feb 07 17:33:54 GMT 2023","Tue Feb 07 17:33:54 GMT 2023","101","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Tue Feb 07 17:33:54 GMT 2023","Tue Feb 07 17:33:54 GMT 2023","143","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Tue Feb 07 17:33:53 GMT 2023","Tue Feb 07 17:33:53 GMT 2023","244","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Tue Feb 07 17:33:55 GMT 2023","Tue Feb 07 17:33:55 GMT 2023","116","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Tue Feb 07 17:33:54 GMT 2023","Tue Feb 07 17:33:54 GMT 2023","71","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Tue Feb 07 17:33:52 GMT 2023","Tue Feb 07 17:33:52 GMT 2023","145","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Tue Feb 07 17:33:53 GMT 2023","Tue Feb 07 17:33:53 GMT 2023","305","","Posts Endpoint","","Example when response schema is incorrect","","Example when response schema is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Tue Feb 07 17:33:53 GMT 2023","Tue Feb 07 17:33:53 GMT 2023","167","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"failed","Tue Feb 07 17:33:52 GMT 2023","Tue Feb 07 17:33:53 GMT 2023","178","","Posts Endpoint","","Example when response code is incorrect","","Example when response code is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Tue Feb 07 17:33:55 GMT 2023","Tue Feb 07 17:33:55 GMT 2023","134","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
