"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 22 02:28:55 GMT 2023","Mon May 22 02:28:56 GMT 2023","194","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon May 22 02:28:55 GMT 2023","Mon May 22 02:28:55 GMT 2023","151","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Mon May 22 02:28:55 GMT 2023","Mon May 22 02:28:55 GMT 2023","199","","Posts Endpoint","","Example when response code is incorrect","","Example when response code is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon May 22 02:28:57 GMT 2023","Mon May 22 02:28:57 GMT 2023","161","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon May 22 02:28:56 GMT 2023","Mon May 22 02:28:56 GMT 2023","97","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon May 22 02:28:56 GMT 2023","Mon May 22 02:28:56 GMT 2023","146","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon May 22 02:28:56 GMT 2023","Mon May 22 02:28:56 GMT 2023","148","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"failed","Mon May 22 02:28:55 GMT 2023","Mon May 22 02:28:55 GMT 2023","323","","Posts Endpoint","","Example when response schema is incorrect","","Example when response schema is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon May 22 02:28:56 GMT 2023","Mon May 22 02:28:57 GMT 2023","592","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon May 22 02:28:56 GMT 2023","Mon May 22 02:28:56 GMT 2023","95","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon May 22 02:28:56 GMT 2023","Mon May 22 02:28:56 GMT 2023","134","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon May 22 02:28:54 GMT 2023","Mon May 22 02:28:55 GMT 2023","179","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Mon May 22 02:28:57 GMT 2023","Mon May 22 02:28:57 GMT 2023","142","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon May 22 02:28:57 GMT 2023","Mon May 22 02:28:57 GMT 2023","136","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon May 22 02:28:53 GMT 2023","Mon May 22 02:28:54 GMT 2023","1371","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
