"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 09 02:35:50 GMT 2024","Mon Sep 09 02:35:50 GMT 2024","83","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Sep 09 02:35:50 GMT 2024","Mon Sep 09 02:35:50 GMT 2024","102","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Sep 09 02:35:50 GMT 2024","Mon Sep 09 02:35:50 GMT 2024","97","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Sep 09 02:35:50 GMT 2024","Mon Sep 09 02:35:50 GMT 2024","85","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Sep 09 02:35:51 GMT 2024","Mon Sep 09 02:35:51 GMT 2024","390","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 09 02:35:51 GMT 2024","Mon Sep 09 02:35:51 GMT 2024","60","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 09 02:35:49 GMT 2024","Mon Sep 09 02:35:50 GMT 2024","1115","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Sep 09 02:35:50 GMT 2024","Mon Sep 09 02:35:50 GMT 2024","99","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Sep 09 02:35:51 GMT 2024","Mon Sep 09 02:35:51 GMT 2024","50","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 09 02:35:51 GMT 2024","Mon Sep 09 02:35:51 GMT 2024","76","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 09 02:35:51 GMT 2024","Mon Sep 09 02:35:51 GMT 2024","90","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 09 02:35:51 GMT 2024","Mon Sep 09 02:35:51 GMT 2024","69","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 09 02:35:50 GMT 2024","Mon Sep 09 02:35:51 GMT 2024","53","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
