"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 05 02:08:59 GMT 2024","Mon Feb 05 02:09:00 GMT 2024","128","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Feb 05 02:08:59 GMT 2024","Mon Feb 05 02:08:59 GMT 2024","56","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Feb 05 02:08:59 GMT 2024","Mon Feb 05 02:08:59 GMT 2024","91","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Feb 05 02:08:58 GMT 2024","Mon Feb 05 02:08:58 GMT 2024","225","","Posts Endpoint","","Example when response schema is incorrect","","Example when response schema is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Feb 05 02:08:59 GMT 2024","Mon Feb 05 02:08:59 GMT 2024","414","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Feb 05 02:08:59 GMT 2024","Mon Feb 05 02:08:59 GMT 2024","80","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Feb 05 02:08:58 GMT 2024","Mon Feb 05 02:08:58 GMT 2024","119","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Feb 05 02:08:59 GMT 2024","Mon Feb 05 02:08:59 GMT 2024","70","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Feb 05 02:08:57 GMT 2024","Mon Feb 05 02:08:58 GMT 2024","1037","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Feb 05 02:08:58 GMT 2024","Mon Feb 05 02:08:59 GMT 2024","144","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Feb 05 02:08:59 GMT 2024","Mon Feb 05 02:08:59 GMT 2024","96","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Feb 05 02:08:58 GMT 2024","Mon Feb 05 02:08:58 GMT 2024","125","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Mon Feb 05 02:08:58 GMT 2024","Mon Feb 05 02:08:58 GMT 2024","128","","Posts Endpoint","","Example when response code is incorrect","","Example when response code is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Mon Feb 05 02:09:00 GMT 2024","Mon Feb 05 02:09:00 GMT 2024","100","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Feb 05 02:08:58 GMT 2024","Mon Feb 05 02:08:58 GMT 2024","126","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
