"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 13 02:09:04 GMT 2023","Mon Nov 13 02:09:04 GMT 2023","110","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Nov 13 02:09:04 GMT 2023","Mon Nov 13 02:09:04 GMT 2023","198","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"failed","Mon Nov 13 02:09:05 GMT 2023","Mon Nov 13 02:09:05 GMT 2023","138","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Nov 13 02:09:04 GMT 2023","Mon Nov 13 02:09:04 GMT 2023","105","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Nov 13 02:09:04 GMT 2023","Mon Nov 13 02:09:04 GMT 2023","79","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Nov 13 02:09:03 GMT 2023","Mon Nov 13 02:09:03 GMT 2023","234","","Posts Endpoint","","Example when response schema is incorrect","","Example when response schema is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Nov 13 02:09:04 GMT 2023","Mon Nov 13 02:09:04 GMT 2023","124","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Nov 13 02:09:03 GMT 2023","Mon Nov 13 02:09:03 GMT 2023","126","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Mon Nov 13 02:09:03 GMT 2023","Mon Nov 13 02:09:03 GMT 2023","167","","Posts Endpoint","","Example when response code is incorrect","","Example when response code is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Nov 13 02:09:05 GMT 2023","Mon Nov 13 02:09:05 GMT 2023","94","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Nov 13 02:09:05 GMT 2023","Mon Nov 13 02:09:05 GMT 2023","136","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Nov 13 02:09:04 GMT 2023","Mon Nov 13 02:09:05 GMT 2023","509","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Nov 13 02:09:03 GMT 2023","Mon Nov 13 02:09:03 GMT 2023","174","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Nov 13 02:09:01 GMT 2023","Mon Nov 13 02:09:03 GMT 2023","1297","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Nov 13 02:09:04 GMT 2023","Mon Nov 13 02:09:04 GMT 2023","111","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
