"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","64","Verify response schema is correct","","Mon Jul 14 03:20:53 GMT 2025","passed","Mon Jul 14 03:20:53 GMT 2025","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","69","Verify there is a user with a given zipcode","","Mon Jul 14 03:20:54 GMT 2025","passed","Mon Jul 14 03:20:54 GMT 2025","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","52","Verify status code returned is expected","","Mon Jul 14 03:20:53 GMT 2025","passed","Mon Jul 14 03:20:53 GMT 2025","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","91","Verify amount of returned items is expected","","Mon Jul 14 03:20:53 GMT 2025","passed","Mon Jul 14 03:20:53 GMT 2025","","Todos Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","93","Verify amount of returned items is expected","","Mon Jul 14 03:20:53 GMT 2025","passed","Mon Jul 14 03:20:53 GMT 2025","","Posts Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","98","Verify response schema is correct","","Mon Jul 14 03:20:53 GMT 2025","passed","Mon Jul 14 03:20:53 GMT 2025","","Todos Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","86","Verify specific user is returned in the users response","","Mon Jul 14 03:20:54 GMT 2025","passed","Mon Jul 14 03:20:54 GMT 2025","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","91","Verify status code returned is expected","","Mon Jul 14 03:20:53 GMT 2025","passed","Mon Jul 14 03:20:53 GMT 2025","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","94","Verify response schema is correct","","Mon Jul 14 03:20:53 GMT 2025","passed","Mon Jul 14 03:20:53 GMT 2025","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","55","Verify there is a user with a given zipcode","","Mon Jul 14 03:20:54 GMT 2025","passed","Mon Jul 14 03:20:54 GMT 2025","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","401","Verify specific user is returned in the users response","","Mon Jul 14 03:20:53 GMT 2025","passed","Mon Jul 14 03:20:54 GMT 2025","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1097","Verify status code returned is expected","","Mon Jul 14 03:20:52 GMT 2025","passed","Mon Jul 14 03:20:53 GMT 2025","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","56","Verify amount of returned items is expected","","Mon Jul 14 03:20:53 GMT 2025","passed","Mon Jul 14 03:20:53 GMT 2025","","Users Endpoint","Verify amount of returned items is expected",""
