"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 04 02:03:53 GMT 2023","Mon Sep 04 02:03:53 GMT 2023","144","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 04 02:03:51 GMT 2023","Mon Sep 04 02:03:52 GMT 2023","1125","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Sep 04 02:03:53 GMT 2023","Mon Sep 04 02:03:53 GMT 2023","153","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Sep 04 02:03:52 GMT 2023","Mon Sep 04 02:03:52 GMT 2023","131","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Sep 04 02:03:54 GMT 2023","Mon Sep 04 02:03:54 GMT 2023","129","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 04 02:03:53 GMT 2023","Mon Sep 04 02:03:53 GMT 2023","115","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Sep 04 02:03:54 GMT 2023","Mon Sep 04 02:03:54 GMT 2023","99","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Sep 04 02:03:52 GMT 2023","Mon Sep 04 02:03:52 GMT 2023","259","","Posts Endpoint","","Example when response schema is incorrect","","Example when response schema is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Sep 04 02:03:53 GMT 2023","Mon Sep 04 02:03:53 GMT 2023","151","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Sep 04 02:03:52 GMT 2023","Mon Sep 04 02:03:53 GMT 2023","187","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"failed","Mon Sep 04 02:03:54 GMT 2023","Mon Sep 04 02:03:54 GMT 2023","127","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 04 02:03:53 GMT 2023","Mon Sep 04 02:03:54 GMT 2023","538","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 04 02:03:53 GMT 2023","Mon Sep 04 02:03:53 GMT 2023","88","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 04 02:03:52 GMT 2023","Mon Sep 04 02:03:52 GMT 2023","155","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Mon Sep 04 02:03:52 GMT 2023","Mon Sep 04 02:03:52 GMT 2023","186","","Posts Endpoint","","Example when response code is incorrect","","Example when response code is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
