"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 30 02:44:50 GMT 2024","Mon Sep 30 02:44:50 GMT 2024","107","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Sep 30 02:44:50 GMT 2024","Mon Sep 30 02:44:50 GMT 2024","122","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Sep 30 02:44:48 GMT 2024","Mon Sep 30 02:44:50 GMT 2024","1183","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Sep 30 02:44:50 GMT 2024","Mon Sep 30 02:44:50 GMT 2024","126","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Sep 30 02:44:50 GMT 2024","Mon Sep 30 02:44:50 GMT 2024","112","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Sep 30 02:44:50 GMT 2024","Mon Sep 30 02:44:50 GMT 2024","130","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Sep 30 02:44:50 GMT 2024","Mon Sep 30 02:44:51 GMT 2024","440","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 30 02:44:50 GMT 2024","Mon Sep 30 02:44:50 GMT 2024","96","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 30 02:44:50 GMT 2024","Mon Sep 30 02:44:50 GMT 2024","76","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 30 02:44:50 GMT 2024","Mon Sep 30 02:44:50 GMT 2024","68","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 30 02:44:51 GMT 2024","Mon Sep 30 02:44:51 GMT 2024","78","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 30 02:44:51 GMT 2024","Mon Sep 30 02:44:51 GMT 2024","102","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 30 02:44:51 GMT 2024","Mon Sep 30 02:44:51 GMT 2024","99","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
