"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","79","Verify status code returned is expected","","Mon Oct 13 02:55:41 UTC 2025","passed","Mon Oct 13 02:55:41 UTC 2025","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","178","Verify response schema is correct","","Mon Oct 13 02:55:41 UTC 2025","passed","Mon Oct 13 02:55:41 UTC 2025","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","120","Verify amount of returned items is expected","","Mon Oct 13 02:55:41 UTC 2025","passed","Mon Oct 13 02:55:41 UTC 2025","","Posts Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","80","Verify there is a user with a given zipcode","","Mon Oct 13 02:55:42 UTC 2025","passed","Mon Oct 13 02:55:42 UTC 2025","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","120","Verify status code returned is expected","","Mon Oct 13 02:55:41 UTC 2025","passed","Mon Oct 13 02:55:41 UTC 2025","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","103","Verify response schema is correct","","Mon Oct 13 02:55:41 UTC 2025","passed","Mon Oct 13 02:55:41 UTC 2025","","Todos Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","123","Verify response schema is correct","","Mon Oct 13 02:55:40 UTC 2025","passed","Mon Oct 13 02:55:41 UTC 2025","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","77","Verify amount of returned items is expected","","Mon Oct 13 02:55:41 UTC 2025","passed","Mon Oct 13 02:55:41 UTC 2025","","Users Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","116","Verify there is a user with a given zipcode","","Mon Oct 13 02:55:42 UTC 2025","passed","Mon Oct 13 02:55:42 UTC 2025","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","104","Verify amount of returned items is expected","","Mon Oct 13 02:55:41 UTC 2025","passed","Mon Oct 13 02:55:41 UTC 2025","","Todos Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1134","Verify status code returned is expected","","Mon Oct 13 02:55:39 UTC 2025","passed","Mon Oct 13 02:55:40 UTC 2025","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","388","Verify specific user is returned in the users response","","Mon Oct 13 02:55:41 UTC 2025","passed","Mon Oct 13 02:55:42 UTC 2025","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","198","Verify specific user is returned in the users response","","Mon Oct 13 02:55:42 UTC 2025","passed","Mon Oct 13 02:55:42 UTC 2025","","Users Endpoint","Verify specific user is returned in the users response",""
