"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 23 02:38:43 GMT 2024","Mon Sep 23 02:38:43 GMT 2024","101","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 23 02:38:43 GMT 2024","Mon Sep 23 02:38:43 GMT 2024","59","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 23 02:38:43 GMT 2024","Mon Sep 23 02:38:43 GMT 2024","77","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Sep 23 02:38:43 GMT 2024","Mon Sep 23 02:38:43 GMT 2024","85","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 23 02:38:43 GMT 2024","Mon Sep 23 02:38:44 GMT 2024","77","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 23 02:38:43 GMT 2024","Mon Sep 23 02:38:43 GMT 2024","407","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 23 02:38:42 GMT 2024","Mon Sep 23 02:38:42 GMT 2024","108","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Sep 23 02:38:43 GMT 2024","Mon Sep 23 02:38:43 GMT 2024","92","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Sep 23 02:38:42 GMT 2024","Mon Sep 23 02:38:42 GMT 2024","114","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Sep 23 02:38:42 GMT 2024","Mon Sep 23 02:38:42 GMT 2024","103","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Sep 23 02:38:42 GMT 2024","Mon Sep 23 02:38:43 GMT 2024","123","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Sep 23 02:38:41 GMT 2024","Mon Sep 23 02:38:42 GMT 2024","1172","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Sep 23 02:38:43 GMT 2024","Mon Sep 23 02:38:43 GMT 2024","57","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
