"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","57","Verify there is a user with a given zipcode","","Mon Apr 07 02:52:09 GMT 2025","passed","Mon Apr 07 02:52:09 GMT 2025","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","83","Verify amount of returned items is expected","","Mon Apr 07 02:52:08 GMT 2025","passed","Mon Apr 07 02:52:09 GMT 2025","","Todos Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","96","Verify response schema is correct","","Mon Apr 07 02:52:08 GMT 2025","passed","Mon Apr 07 02:52:08 GMT 2025","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","86","Verify amount of returned items is expected","","Mon Apr 07 02:52:08 GMT 2025","passed","Mon Apr 07 02:52:08 GMT 2025","","Posts Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","376","Verify specific user is returned in the users response","","Mon Apr 07 02:52:09 GMT 2025","passed","Mon Apr 07 02:52:09 GMT 2025","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","87","Verify status code returned is expected","","Mon Apr 07 02:52:08 GMT 2025","passed","Mon Apr 07 02:52:08 GMT 2025","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","87","Verify specific user is returned in the users response","","Mon Apr 07 02:52:09 GMT 2025","passed","Mon Apr 07 02:52:09 GMT 2025","","Users Endpoint","Verify specific user is returned in the users response",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","60","Verify amount of returned items is expected","","Mon Apr 07 02:52:09 GMT 2025","passed","Mon Apr 07 02:52:09 GMT 2025","","Users Endpoint","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","91","Verify response schema is correct","","Mon Apr 07 02:52:08 GMT 2025","passed","Mon Apr 07 02:52:08 GMT 2025","","Todos Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1064","Verify status code returned is expected","","Mon Apr 07 02:52:07 GMT 2025","passed","Mon Apr 07 02:52:08 GMT 2025","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","86","Verify response schema is correct","","Mon Apr 07 02:52:09 GMT 2025","passed","Mon Apr 07 02:52:09 GMT 2025","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","54","Verify there is a user with a given zipcode","","Mon Apr 07 02:52:09 GMT 2025","passed","Mon Apr 07 02:52:09 GMT 2025","","Users Endpoint","Verify there is a user with a given zipcode",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","71","Verify status code returned is expected","","Mon Apr 07 02:52:09 GMT 2025","passed","Mon Apr 07 02:52:09 GMT 2025","","Users Endpoint","Verify status code returned is expected",""
