"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","1064","Verify status code returned is expected","","Mon Dec 23 01:41:46 GMT 2024","passed","Mon Dec 23 01:41:47 GMT 2024","","Posts Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Posts endpoint is working as expected","107","Verify response schema is correct","","Mon Dec 23 01:41:47 GMT 2024","passed","Mon Dec 23 01:41:47 GMT 2024","","Posts Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","83","Verify status code returned is expected","","Mon Dec 23 01:41:47 GMT 2024","passed","Mon Dec 23 01:41:47 GMT 2024","","Todos Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","88","Verify response schema is correct","","Mon Dec 23 01:41:47 GMT 2024","passed","Mon Dec 23 01:41:47 GMT 2024","","Users Endpoint","Verify response schema is correct",""
"  As a developer
  I want to be sure
  That the Users Endpoint is working as expected","57","Verify status code returned is expected","","Mon Dec 23 01:41:47 GMT 2024","passed","Mon Dec 23 01:41:47 GMT 2024","","Users Endpoint","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Todos endpoint is working as expected","89","Verify response schema is correct","","Mon Dec 23 01:41:47 GMT 2024","passed","Mon Dec 23 01:41:47 GMT 2024","","Todos Endpoint","Verify response schema is correct",""
