"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 29 02:26:32 GMT 2024","Mon Jul 29 02:26:33 GMT 2024","127","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Jul 29 02:26:33 GMT 2024","Mon Jul 29 02:26:34 GMT 2024","393","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jul 29 02:26:33 GMT 2024","Mon Jul 29 02:26:33 GMT 2024","116","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Jul 29 02:26:31 GMT 2024","Mon Jul 29 02:26:32 GMT 2024","1110","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Jul 29 02:26:33 GMT 2024","Mon Jul 29 02:26:33 GMT 2024","101","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Jul 29 02:26:33 GMT 2024","Mon Jul 29 02:26:33 GMT 2024","100","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Jul 29 02:26:34 GMT 2024","Mon Jul 29 02:26:34 GMT 2024","79","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jul 29 02:26:34 GMT 2024","Mon Jul 29 02:26:34 GMT 2024","105","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jul 29 02:26:33 GMT 2024","Mon Jul 29 02:26:33 GMT 2024","70","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jul 29 02:26:33 GMT 2024","Mon Jul 29 02:26:33 GMT 2024","120","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Jul 29 02:26:33 GMT 2024","Mon Jul 29 02:26:33 GMT 2024","86","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jul 29 02:26:34 GMT 2024","Mon Jul 29 02:26:34 GMT 2024","86","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jul 29 02:26:33 GMT 2024","Mon Jul 29 02:26:33 GMT 2024","76","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
