"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jan 15 02:19:28 GMT 2024","Mon Jan 15 02:19:28 GMT 2024","86","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jan 15 02:19:27 GMT 2024","Mon Jan 15 02:19:27 GMT 2024","90","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Jan 15 02:19:27 GMT 2024","Mon Jan 15 02:19:27 GMT 2024","152","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Jan 15 02:19:25 GMT 2024","Mon Jan 15 02:19:26 GMT 2024","1042","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Jan 15 02:19:27 GMT 2024","Mon Jan 15 02:19:27 GMT 2024","71","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Jan 15 02:19:27 GMT 2024","Mon Jan 15 02:19:27 GMT 2024","234","","Posts Endpoint","","Example when response schema is incorrect","","Example when response schema is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Mon Jan 15 02:19:26 GMT 2024","Mon Jan 15 02:19:27 GMT 2024","128","","Posts Endpoint","","Example when response code is incorrect","","Example when response code is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Jan 15 02:19:27 GMT 2024","Mon Jan 15 02:19:28 GMT 2024","403","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jan 15 02:19:27 GMT 2024","Mon Jan 15 02:19:27 GMT 2024","56","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jan 15 02:19:28 GMT 2024","Mon Jan 15 02:19:28 GMT 2024","85","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jan 15 02:19:27 GMT 2024","Mon Jan 15 02:19:27 GMT 2024","108","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Jan 15 02:19:26 GMT 2024","Mon Jan 15 02:19:26 GMT 2024","121","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Mon Jan 15 02:19:28 GMT 2024","Mon Jan 15 02:19:28 GMT 2024","88","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jan 15 02:19:27 GMT 2024","Mon Jan 15 02:19:27 GMT 2024","64","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Jan 15 02:19:26 GMT 2024","Mon Jan 15 02:19:26 GMT 2024","102","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
