"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 30 02:06:08 GMT 2023","Mon Oct 30 02:06:08 GMT 2023","608","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Oct 30 02:06:08 GMT 2023","Mon Oct 30 02:06:08 GMT 2023","133","","Users Endpoint","","Verify specific user is returned in the users response","","Verify specific user is returned in the users response","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Oct 30 02:06:08 GMT 2023","Mon Oct 30 02:06:08 GMT 2023","126","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"failed","Mon Oct 30 02:06:06 GMT 2023","Mon Oct 30 02:06:06 GMT 2023","297","","Posts Endpoint","","Example when response schema is incorrect","","Example when response schema is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Oct 30 02:06:06 GMT 2023","Mon Oct 30 02:06:06 GMT 2023","152","","Posts Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Oct 30 02:06:06 GMT 2023","Mon Oct 30 02:06:06 GMT 2023","159","","Posts Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"failed","Mon Oct 30 02:06:06 GMT 2023","Mon Oct 30 02:06:06 GMT 2023","175","","Posts Endpoint","","Example when response code is incorrect","","Example when response code is incorrect","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
"passed","Mon Oct 30 02:06:07 GMT 2023","Mon Oct 30 02:06:07 GMT 2023","185","","Todos Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Oct 30 02:06:06 GMT 2023","Mon Oct 30 02:06:07 GMT 2023","289","","Todos Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"failed","Mon Oct 30 02:06:08 GMT 2023","Mon Oct 30 02:06:09 GMT 2023","126","","Users Endpoint","","Verify there is a user with a given zipcode","","Verify there is a user with a given zipcode","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Oct 30 02:06:07 GMT 2023","Mon Oct 30 02:06:07 GMT 2023","100","","Users Endpoint","","Verify response schema is correct","","Verify response schema is correct","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Oct 30 02:06:07 GMT 2023","Mon Oct 30 02:06:07 GMT 2023","97","","Users Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Oct 30 02:06:07 GMT 2023","Mon Oct 30 02:06:07 GMT 2023","200","","Todos Endpoint","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Todos endpoint is working as expected"
"passed","Mon Oct 30 02:06:07 GMT 2023","Mon Oct 30 02:06:07 GMT 2023","83","","Users Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Users Endpoint is working as expected"
"passed","Mon Oct 30 02:06:04 GMT 2023","Mon Oct 30 02:06:05 GMT 2023","1377","","Posts Endpoint","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Posts endpoint is working as expected"
